sample_id,smiles,is_valid,is_unique,in_training_set,target_tg,sampling_temperature
79,[*]N=CCCCC(=O)N(CCCCCCCCNC(=O)/C=C/C(=O)O)c1cc(-c2ccc(/N=N/c3nc(F)cc3OC)cc2)nc(=O)n1[*],False,True,False,450.0,0.7
80,[*]CCCCCC/C=C/C(Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1)C([*])COc1ccccc1,True,True,False,450.0,0.7
81,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)OCCCCCOP(=O)(/C=N/c1ccc(O[*])cc1)c1ccc(F)cc1,True,True,False,450.0,0.7
82,[*]C=CCCC(=O)Nc1ccccc1NC(=O)c1ccc(/C=C/C(=O)Nc2ccc([*])cc2)c1,False,True,False,450.0,0.7
83,[*]CCOC(=O)c1ccc(CCCCCCC(=O)Oc2ccc(OCCCCCCO[*])cc2)cc1,True,True,False,450.0,0.7
84,[*]c1ccc(Cc2ccc(Oc3ccc(NC(=O)CCCCCCC(C)Nc4cccc(C([*])=O)c4)cc3)cc2)cc1,True,True,False,450.0,0.7
85,[*]Oc1ccccc1[Si](=O)Nc1ccc(Oc2ccc(OC([*])=S)cc2)c(C#N)c1,True,True,False,450.0,0.7
86,[*]CCCCCCCN1C(=O)CCCCCC(=O)N(c2ccc(NC(=O)CCCCCCCCN[N+](=O)[O-])cc2)C(=O)N[*])C1=O,False,True,False,450.0,0.7
87,[*]C(=O)Nc1c(C)cc(Cc2cc(NC(=O)C([*])(C)C)cc(OCCCCCCCCCC)c2)cc1C,True,True,False,450.0,0.7
88,[*]C(=O)Oc1ccc(-n2on2-c2ccc(Oc3ccc(N4(=O)c5ccc(S([*])(=O)=O)cc5)cc4)cc3)nc2)cc1,False,True,False,450.0,0.7
89,[*]CNC(=O)CC(c1ccccc1)N([*])C(=O)OC,True,True,False,450.0,0.7
90,[*]CC([*])(CCCNC(=O)[SH]CCCCC(=O)NCc1ccccc1)C(=O)OC,True,True,False,450.0,0.7
91,[*]Cc1ccc(CC(OC(=O)c2ccc(C#N)cc2)C([*])(C)=O)cc1,False,True,False,450.0,0.7
92,[*]c1ccc(OCCCCCCCCCCOC(=O)c2ccccc2)c([*])c1OCC(C=CCCC)CCCCC/N=N/c1ccc(F)cc1,True,True,False,450.0,0.7
93,[*]Nc1ccc(Oc2ccc(-c3ccc(-c4nc5cc(SCCCCCCCC)cc5)cc(C([*])=O)c4)cc3-c3ccccc3)cc2)cc1,False,True,False,450.0,0.7
94,[*]c1cc(CC(C)CNC(=O)CCCCC(=O)Nc2ccc(C([*])(CCCC)C=Cc3ccccc3)cc2-c2ccccc2)cc1,False,True,False,450.0,0.7
95,[*]C(=O)NC1CCC(CNC(=O)OC(=O)c2ccc2ccc(C([*])=O)cc2N(C#N)C1=O)C(C)(C)C,False,True,False,450.0,0.7
96,[*]CCCCCCCCCCC(=O)Oc1ccc(C(C)(CC)c2ccc(O[*])cc2)cc1,True,True,False,450.0,0.7
97,[*]c1cc(OCCCCCCCOc2ccccc2-c2cc(OC)c([*])c(N(C)[SH](=O)[O-])c2)cc(N(C)(C)C)c1,False,True,False,450.0,0.7
98,[*]OC(=O)c1cc(OCCN(CC(=O)OCCOc2ccccc2)C(OC)C2[*])cc(OC)c1,False,True,False,450.0,0.7
99,[*]OC1C2C([*])OC(=O)CCCCCCSc2ccccc22,False,True,False,450.0,0.7
