source_row,sample_id,smiles,is_valid,is_unique,in_training_set,pred_model1,pred_model2,pred_mean,pred_min,pred_max,pred_delta_abs,model1_name,model2_name
19,22,[*]CCCCCc1ccc(OC(=O)c2ccc(Nc3cccc(C(=O)O)c3)cc2S[*])cc1,True,True,False,403.0998840332031,383.6772155761719,393.3885498046875,383.6772155761719,403.0998840332031,19.42266845703125,multimodal,graph
20,23,[*]c1ccc(OCCOCCCCOc2ccc(C(C)(C)c3ccc([*])cc3)cc2)cc1,True,True,False,319.7948913574219,316.820556640625,318.30772399902344,316.820556640625,319.7948913574219,2.974334716796875,multimodal,graph
21,24,[*]CC([*])c1ccc(OCC)cc1S(=O)(=O)c1ccc(C[N+](C)(C)C)cc1,True,True,False,430.41644287109375,474.9351806640625,452.6758117675781,430.41644287109375,474.9351806640625,44.51873779296875,multimodal,graph
22,25,[*]CC([*])(CC(=O)OCCCCCCC)CCOC(=O)c1ccc(/C=N/C(CO)COC)cc1,True,True,False,332.83465576171875,314.22784423828125,323.53125,314.22784423828125,332.83465576171875,18.6068115234375,multimodal,graph
23,26,[*]CCCCCCCCNC(=O)c1ccc(/N=N/c2ccc(C(=O)O[*])cc2)cc1,True,True,False,355.3921813964844,400.1163330078125,377.75425720214844,355.3921813964844,400.1163330078125,44.724151611328125,multimodal,graph
24,27,[*]Cc1ccc(NC(=O)OCCCCCCc2ccc(Oc3ccc(/C=N/c4ccc(O[*])cc4)cc3)cc2)c(C)c1,True,True,False,362.41552734375,358.10345458984375,360.2594909667969,358.10345458984375,362.41552734375,4.31207275390625,multimodal,graph
25,28,[*]Oc1ccc(C(NC(=O)CCCCCOc2ccc(C([*])=O)cc2)c2ccccc2)cc1,True,True,False,350.74456787109375,367.8069763183594,359.27577209472656,350.74456787109375,367.8069763183594,17.062408447265625,multimodal,graph
26,29,[*]COc1ccc(C(CC)NS(=O)(=O)C#Cc2ccc(OCC)cc2)cc1[*],True,True,False,356.9914855957031,377.04052734375,367.01600646972656,356.9914855957031,377.04052734375,20.049041748046875,multimodal,graph
27,30,[*]Oc1ccc(S(=O)(=O)C([*])O[Na])cc1,True,True,False,381.41375732421875,381.31512451171875,381.36444091796875,381.31512451171875,381.41375732421875,0.0986328125,multimodal,graph
28,31,[*]CCCCCC#COC(=O)N(C)CS[*],True,True,False,293.2074279785156,313.65283203125,303.4301300048828,293.2074279785156,313.65283203125,20.445404052734375,multimodal,graph
29,32,[*]CCCC(=O)OCCCC(Cl)(C([*])=O)c1ccc(OC(C)C)cc1,True,True,False,320.43316650390625,299.1172180175781,309.7751922607422,299.1172180175781,320.43316650390625,21.315948486328125,multimodal,graph
30,33,[*]/C=C/C(F)(F)COC(=O)c1ccc(O[*])cc1SCCC,True,True,False,327.64471435546875,277.5045166015625,302.5746154785156,277.5045166015625,327.64471435546875,50.14019775390625,multimodal,graph
31,34,[*]C(=O)N(CCCCCCNC(=O)O[*])c1ccc(C)c(S(=O)(=O)CCC(C)C)c1,True,True,False,344.4491882324219,367.1737060546875,355.8114471435547,344.4491882324219,367.1737060546875,22.724517822265625,multimodal,graph
32,35,[*]CCCCC[SH](=O)Nc1ccc(/C=C/c2ccc(N[*])cc2Sc2cccc(S(=O)(=O)O)c2)cc1,True,True,False,373.1823425292969,370.8639221191406,372.02313232421875,370.8639221191406,373.1823425292969,2.31842041015625,multimodal,graph
33,36,[*]Cc1ccc(C2SNC(=O)c3ccc([Si]([*])OC(=O)c4ccccc4C3=O)cc2)cc1,True,True,False,465.95233154296875,485.53759765625,475.7449645996094,465.95233154296875,485.53759765625,19.58526611328125,multimodal,graph
34,37,[*]CCOC1CCN(CCCCCCOS([*])(=O)=O)CC1,True,True,False,348.4657897949219,274.52685546875,311.49632263183594,274.52685546875,348.4657897949219,73.93893432617188,multimodal,graph
35,38,[*]CC(C)COC(=O)CCCCCCCCC(=O)OCCCCOc1ccc(S(=O)(=O)O[*])c(N)n1,True,True,False,304.92059326171875,315.768798828125,310.3446960449219,304.92059326171875,315.768798828125,10.84820556640625,multimodal,graph
36,39,[*]CCC([*])=CCCCCOC(=O)c1ccc(NCC=C)cc1,True,True,False,344.1948547363281,303.26947021484375,323.73216247558594,303.26947021484375,344.1948547363281,40.925384521484375,multimodal,graph
37,40,[*]CC([*])C(=O)OCCC/C=C/C(C)N(O)CBr,True,True,False,321.89202880859375,289.1090087890625,305.5005187988281,289.1090087890625,321.89202880859375,32.78302001953125,multimodal,graph
38,41,[*]CCCC([*])(C)CCCCCNC(=O)OC,True,True,False,288.8368225097656,287.13043212890625,287.98362731933594,287.13043212890625,288.8368225097656,1.706390380859375,multimodal,graph
39,42,[*]Cc1ccc(Sc2ccc(OCCO)cc2)cc1[*],True,True,False,388.2578430175781,356.0523376464844,372.15509033203125,356.0523376464844,388.2578430175781,32.20550537109375,multimodal,graph
40,43,[*]Oc1ccc([*])cc1C(=O)OCCCCCCOC(=O)Nc1ccc(C(C)C)cc1,True,True,False,332.97393798828125,335.765625,334.3697814941406,332.97393798828125,335.765625,2.79168701171875,multimodal,graph
41,44,[*]CCCC(=Nc1ccccc1)c1ccc([Si]([*])(C)C)c(C)c1,True,True,False,324.2935791015625,337.4731140136719,330.8833465576172,324.2935791015625,337.4731140136719,13.179534912109375,multimodal,graph
42,45,[*]/C(=N/c1ccc(C(=O)O[*])c(SCCCCC(F)(F)F)c1)c1ccccc1,True,True,False,364.8268737792969,353.496337890625,359.16160583496094,353.496337890625,364.8268737792969,11.330535888671875,multimodal,graph
43,47,[*]Oc1ccc(/C=N/c2ccc(OCCCCCCOC(=O)Nc3ccc(-c4ccc([*])cc4)cc3)cc2)c(-c2ccccc2)c1,True,True,False,375.9915771484375,368.7859191894531,372.3887481689453,368.7859191894531,375.9915771484375,7.205657958984375,multimodal,graph
44,48,[*]CC([*])CCCCCCOC(=O)c1cccc(S(=O)(=O)c2ccc(OCCCCCCCC)cc2)c1,True,True,False,292.07354736328125,314.1674499511719,303.12049865722656,292.07354736328125,314.1674499511719,22.093902587890625,multimodal,graph
45,49,[*]/C=C/c1cc(N(CCCC)C([*])=O)c(C)cc1C,True,True,False,396.4322509765625,390.9037170410156,393.66798400878906,390.9037170410156,396.4322509765625,5.528533935546875,multimodal,graph
46,50,[*]OC(C)C(C[*])C(=O)OCc1ccc(NC(=O)c2ccc(C)cc2)cc1,True,True,False,378.6104736328125,381.7148742675781,380.1626739501953,378.6104736328125,381.7148742675781,3.104400634765625,multimodal,graph
47,51,[*]/C=C(\C)c1ccc(Oc2ccc(CCCCCCCC(=O)O[*])cc2)cc1,True,True,False,338.4887390136719,297.17657470703125,317.83265686035156,297.17657470703125,338.4887390136719,41.312164306640625,multimodal,graph
48,52,[*]O[Si](CC(C)CCCCOC(=O)NCCCCCCCCCCCC([*])=O)c1ccc(Br)cc1OC(C)=O,True,True,False,287.541015625,300.4210205078125,293.98101806640625,287.541015625,300.4210205078125,12.8800048828125,multimodal,graph
49,53,[*]CC(Cl)=N/c1ccc(C(=O)OC(=O)CCCCCOc2ccc(-c3ccc([*])cc3C)cc2)cc1,True,True,False,356.15960693359375,349.31195068359375,352.73577880859375,349.31195068359375,356.15960693359375,6.84765625,multimodal,graph
50,54,[*]CCC(C[Si](C)(C)CNC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NCC(=O)N[*],True,True,False,402.4623107910156,383.7388000488281,393.1005554199219,383.7388000488281,402.4623107910156,18.7235107421875,multimodal,graph
51,55,[*]CC([2H])OCC(C)(C)C/C=C(/[*])SC,True,True,False,304.4611511230469,235.03826904296875,269.7497100830078,235.03826904296875,304.4611511230469,69.42288208007812,multimodal,graph
52,56,[*]CCOC(=O)c1ccc(C(=O)Nc2ccc(CCOC(=O)c3ccc(O[*])cc3)c(O)c2)cc1CCCCCCC,True,True,False,387.0632019042969,339.141357421875,363.10227966308594,339.141357421875,387.0632019042969,47.921844482421875,multimodal,graph
53,58,[*]OCC[PH](C)(CO[*])C(=O)CCCCC(=O)OCC(C)(C)C,True,True,False,274.6708679199219,276.79425048828125,275.73255920410156,274.6708679199219,276.79425048828125,2.123382568359375,multimodal,graph
54,59,[*]Oc1ccc(C(F)(F)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False,410.48577880859375,391.66546630859375,401.07562255859375,391.66546630859375,410.48577880859375,18.8203125,multimodal,graph
55,60,[*]/C=C(/[*])Oc1ccc(C(=O)CC(C)(Cl)CCl)cc1,True,True,False,363.6715393066406,320.7767639160156,342.2241516113281,320.7767639160156,363.6715393066406,42.894775390625,multimodal,graph
56,61,[*]CCC(=[*])CCCCOC(=O)NS(=O)(=O)NCC,True,True,False,323.28289794921875,327.4598693847656,325.3713836669922,323.28289794921875,327.4598693847656,4.176971435546875,multimodal,graph
57,62,[*]CCOc1ccc(N(C(=O)c2ccc([*])cc2)OCCCCCCC)cc1,True,True,False,349.7718505859375,333.5363464355469,341.6540985107422,333.5363464355469,349.7718505859375,16.235504150390625,multimodal,graph
58,63,[*]Oc1ccc(C(COC([*])=O)c2ccccc2)cc1CCCCCCC,True,True,False,320.001708984375,343.77349853515625,331.8876037597656,320.001708984375,343.77349853515625,23.77178955078125,multimodal,graph
59,64,[*]CCCCCCOC(=O)N/C=C/c1ccc(OCCNC(=O)CCCCCO[*])cc1,True,True,False,295.1665344238281,330.50494384765625,312.8357391357422,295.1665344238281,330.50494384765625,35.338409423828125,multimodal,graph
60,65,[*]Cc1ccc(/C=C/c2ccc(OC(=O)c3ccc([*])cc3)cc2Br)c(OCCCC)c1,True,True,False,367.39630126953125,385.40093994140625,376.39862060546875,367.39630126953125,385.40093994140625,18.004638671875,multimodal,graph
61,66,[*]CC([*])(C)C(=O)Oc1ccc(CN(CCCCCCC)c2ccc([N+](=O)[O-])cc2C)c(C)c1-c1ccccc1,True,True,False,415.4919738769531,377.35565185546875,396.42381286621094,377.35565185546875,415.4919738769531,38.136322021484375,multimodal,graph
62,67,[*]CC(=O)OCCCCCCCNC(=O)c1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1[*],True,True,False,383.4393310546875,408.72308349609375,396.0812072753906,383.4393310546875,408.72308349609375,25.28375244140625,multimodal,graph
63,68,[*]CC([*])(C)CCCCCCCCOC(=O)c1ccc(CC(C)C)cc1,True,True,False,293.334716796875,298.3975830078125,295.86614990234375,293.334716796875,298.3975830078125,5.0628662109375,multimodal,graph
64,69,[*]Oc1ccc(/C=N/NC(=O)COc2ccc(-c3ccc(O[*])cc3)cc2Cl)cc1,True,True,False,413.0722351074219,421.2878112792969,417.1800231933594,413.0722351074219,421.2878112792969,8.215576171875,multimodal,graph
65,70,[*]/C=C(/[*])c1ccc(C)c(OCCCCCCCC(C)=S)c1,True,True,False,318.87591552734375,313.6669921875,316.2714538574219,313.6669921875,318.87591552734375,5.20892333984375,multimodal,graph
66,71,[*]/C=C/c1ccc(OCC(=O)N(C)CCCCCCc2ccc(C([*])=O)cc2)cc1-c1ccc(CCC(F)(F)F)cc1,True,True,False,366.8515319824219,355.9936218261719,361.4225769042969,355.9936218261719,366.8515319824219,10.85791015625,multimodal,graph
67,72,[*]Oc1ccc(CCCCCCCN(C)c2ccc(OC([*])=S)cc2)cc1S(=O)(=O)CCCCCCCC(C)C#N,True,True,False,344.7517395019531,385.73663330078125,365.2441864013672,344.7517395019531,385.73663330078125,40.984893798828125,multimodal,graph
68,73,[*]CC(=O)NCCCCCCNC(=O)c1ccc(C(O)CCCC(=O)O[*])cc1,True,True,False,359.2613220214844,380.241943359375,369.7516326904297,359.2613220214844,380.241943359375,20.980621337890625,multimodal,graph
69,74,[*]CC(COc1ccc(C)cc1)NC(=O)NCCCCCCCC([*])O,True,True,False,297.1629638671875,337.1841735839844,317.17356872558594,297.1629638671875,337.1841735839844,40.021209716796875,multimodal,graph
70,75,[*]CCOCC(CCCCCCOC(=O)NCCc1ccc(O[*])c(OCC(C)CCCCC)c1)CC,True,True,False,349.8310546875,276.31353759765625,313.0722961425781,276.31353759765625,349.8310546875,73.51751708984375,multimodal,graph
71,76,[*]CCCc1cc(I)c(NC(=O)CN([*])C(F)(F)F)cc1-c1ccc(-c2ccccc2)cc1,True,True,False,449.0122375488281,397.53662109375,423.27442932128906,397.53662109375,449.0122375488281,51.475616455078125,multimodal,graph
72,77,[*]/C=C/COC(=O)c1ccc(C(C)OCOc2ccc(C([*])=S)cc2)cc1,True,True,False,323.216796875,339.83575439453125,331.5262756347656,323.216796875,339.83575439453125,16.61895751953125,multimodal,graph
73,78,[*]CC([*])=CC1CCCN(CCCCCC)CC1,True,True,False,356.7240905761719,310.66485595703125,333.69447326660156,310.66485595703125,356.7240905761719,46.059234619140625,multimodal,graph
74,79,[*]CCOc1ccc([Si](C)(C)c2ccc(OC(=O)c3ccc([*])c(O)c3)cc2)cc1,True,True,False,408.85382080078125,371.70452880859375,390.2791748046875,371.70452880859375,408.85382080078125,37.1492919921875,multimodal,graph
75,80,[*]OC(=O)c1ccc(NC(=O)OCC(C)(C)COc2ccc(C([*])=O)cc2)c(OC(=O)c2ccccc2)c1,True,True,False,384.21539306640625,357.8793640136719,371.04737854003906,357.8793640136719,384.21539306640625,26.336029052734375,multimodal,graph
76,81,[*]OC(C)=C/CCNC(=O)c1ccc([Si](C)(C)CCCCCCC([*])=O)cc1OCCOC(=O)N(C)C,True,True,False,323.0516357421875,300.26495361328125,311.6582946777344,300.26495361328125,323.0516357421875,22.78668212890625,multimodal,graph
77,82,[*]CC([*])c1ccc(CCOC(=O)c2ccc(OC)cc2)cc1CCCCCCCCCC,True,True,False,334.5130615234375,303.78338623046875,319.1482238769531,303.78338623046875,334.5130615234375,30.72967529296875,multimodal,graph
78,83,[*]N/C=C/c1ccc(C(c2ccc([Si](C)(C)C)cc2)(c2ccc(NC([*])=O)cc2)c2ccccc2[N+](=O)[O-])cc1,True,True,False,501.89007568359375,496.4796142578125,499.1848449707031,496.4796142578125,501.89007568359375,5.41046142578125,multimodal,graph
79,84,[*]CC([*])(COC(=O)NCCCCCC)C(C)OCc1ccccc1,True,True,False,330.46026611328125,272.11968994140625,301.28997802734375,272.11968994140625,330.46026611328125,58.340576171875,multimodal,graph
80,85,[*]CC/C(C)=C/CCNC(=O)OCCCC[*],True,True,False,320.43017578125,313.9769287109375,317.20355224609375,313.9769287109375,320.43017578125,6.4532470703125,multimodal,graph
81,86,[*]CC([*])(C)C(=O)OCC/C=C/C(=O)N(C)c1ccc(CCCCCCCC)cc1,True,True,False,293.39215087890625,325.16351318359375,309.27783203125,293.39215087890625,325.16351318359375,31.7713623046875,multimodal,graph
82,87,[*]NC(CC)COC(=O)OCCS(=O)(=O)C([*])OC,True,True,False,320.91888427734375,319.3661804199219,320.1425323486328,319.3661804199219,320.91888427734375,1.552703857421875,multimodal,graph
83,88,[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCC)c(C(=O)OC(C)=O)cc2S([*])(=O)=O)cc1,True,True,False,387.7569580078125,370.35504150390625,379.0559997558594,370.35504150390625,387.7569580078125,17.40191650390625,multimodal,graph
84,89,[*]CCSC(=O)c1ccc(C(=O)Nc2ccc([*])cc2)cc1OC(=O)c1cccc(F)c1,True,True,False,459.395751953125,339.17108154296875,399.2834167480469,339.17108154296875,459.395751953125,120.22467041015625,multimodal,graph
85,90,[*]CCCCCCCCNC(=O)c1ccc(C(F)(CO[*])OCCCCC)cc1,True,True,False,341.7163391113281,333.5439758300781,337.6301574707031,333.5439758300781,341.7163391113281,8.17236328125,multimodal,graph
86,91,[*]CC(CO)COC(=O)c1cccc(C/C=C/C(=O)O[*])c1,True,True,False,319.6019287109375,362.688232421875,341.14508056640625,319.6019287109375,362.688232421875,43.0863037109375,multimodal,graph
87,92,[*]N=P(CCCCC)C(C#N)Nc1ccc([Si]([*])(C)C)cc1,True,True,False,290.5474853515625,336.02545166015625,313.2864685058594,290.5474853515625,336.02545166015625,45.47796630859375,multimodal,graph
88,93,[*]CC([*])S(=O)(=O)/C=C/c1ccc(C(=O)OCCCCCCc2ccc(C)cc2)cc1,True,True,False,296.87457275390625,362.3951416015625,329.6348571777344,296.87457275390625,362.3951416015625,65.52056884765625,multimodal,graph
89,94,[*]CCCC([*])(C)CNC(=O)c1cc(C(=O)OCCCCCC)ccc1C,True,True,False,298.98193359375,311.05072021484375,305.0163269042969,298.98193359375,311.05072021484375,12.06878662109375,multimodal,graph
90,95,[*]CCSC(=O)OCC(Cl)CCOC([*])(C(=O)Nc1ccccc1)C(F)(F)F,True,True,False,311.9225769042969,387.1014709472656,349.51202392578125,311.9225769042969,387.1014709472656,75.17889404296875,multimodal,graph
91,96,[*]Cc1ccc(OCCCOC(=O)c2ccc(CCCCN[*])c(C=C)c2)cc1,True,True,False,340.8181457519531,311.4206848144531,326.1194152832031,311.4206848144531,340.8181457519531,29.3974609375,multimodal,graph
92,97,[*]CCOc1ccc(CNC(=O)c2cc(OCCCCCCOCCCCC)c(O[*])cc2OC)cc1,True,True,False,398.1097717285156,353.8592529296875,375.98451232910156,353.8592529296875,398.1097717285156,44.250518798828125,multimodal,graph
93,98,[*]Cc1ccc([*])c(C(=O)NCCOC(C)C)n1,True,True,False,344.4635009765625,358.0897216796875,351.276611328125,344.4635009765625,358.0897216796875,13.626220703125,multimodal,graph
94,99,[*]Oc1cccc(C(C)(C)c2ccc(OC(=O)CCCCCSC([*])=O)cc2Sc2ccccc2)c1,True,True,False,341.7542419433594,312.5164489746094,327.1353454589844,312.5164489746094,341.7542419433594,29.23779296875,multimodal,graph
95,100,[*]NC(C)C(=O)NCc1cccc(C([*])=O)c1,True,True,False,438.0059509277344,405.22088623046875,421.61341857910156,405.22088623046875,438.0059509277344,32.785064697265625,multimodal,graph
96,101,[*]CC([*])c1ccc(OC(=O)c2ccc(F)cc2)cc1-c1ccccc1,True,True,False,427.39483642578125,441.6372375488281,434.5160369873047,427.39483642578125,441.6372375488281,14.242401123046875,multimodal,graph
97,102,[*]/C=C/C=C/C(=O)Oc1cc(-c2ccc(N([*])CCCCCC)cc2)c(C(F)(F)F)c(F)c1C,True,True,False,465.88690185546875,374.4942321777344,420.19056701660156,374.4942321777344,465.88690185546875,91.39266967773438,multimodal,graph
98,103,[*]CCCCCCCCC(=O)Oc1ccc(OC(=O)C(CC)(CCCC)c2ccc(C([*])=O)cc2)cc1,True,True,False,339.40777587890625,322.004150390625,330.7059631347656,322.004150390625,339.40777587890625,17.40362548828125,multimodal,graph
99,104,[*]C=C(C)OC(CCCCC(=O)N[*])c1ccccc1,True,True,False,323.1104431152344,291.587646484375,307.3490447998047,291.587646484375,323.1104431152344,31.522796630859375,multimodal,graph
100,106,[*]CC(O)COc1ccc(CCCCc2ccc(NC(=O)C(OC)O[*])cc2)cc1,True,True,False,357.16888427734375,384.6116943359375,370.8902893066406,357.16888427734375,384.6116943359375,27.44281005859375,multimodal,graph
101,107,[*]CC(C)C(Cl)OC(=O)c1ccc(O[*])c(C(F)(F)F)c1,True,True,False,394.67987060546875,342.2193908691406,368.4496307373047,342.2193908691406,394.67987060546875,52.460479736328125,multimodal,graph
102,108,[*]/C=C/c1ccc([*])nc1OCCCCCCCCC(=O)N[Na],True,True,False,354.7037353515625,333.1355285644531,343.9196319580078,333.1355285644531,354.7037353515625,21.568206787109375,multimodal,graph
103,109,[*]CCCOCCCCCOc1ccc(/C=C/c2ccc(NC(=O)CCCCCCCCCCC(=O)Nc3ccc([*])cc3)cc2)cc1,True,True,False,356.52264404296875,380.2752685546875,368.3989562988281,356.52264404296875,380.2752685546875,23.75262451171875,multimodal,graph
104,110,[*]CCC(=O)c1ccc(COC(=O)c2cccc(N(C)C)c2)cc1[*],True,True,False,370.7189025878906,351.37078857421875,361.0448455810547,351.37078857421875,370.7189025878906,19.348114013671875,multimodal,graph
105,111,[*]/C=C/c1cc(OCCCCC)c(C(=O)NC(C)CCO[Si]([*])(C)Oc2ccc(C#N)cc2)cc1,True,True,False,320.9456481933594,319.0783386230469,320.0119934082031,319.0783386230469,320.9456481933594,1.8673095703125,multimodal,graph
106,112,[*]CC([*])c1ccc(CCCCCNC(=O)OCC)c(C=C)c1,True,True,False,329.18389892578125,377.6004333496094,353.3921661376953,329.18389892578125,377.6004333496094,48.416534423828125,multimodal,graph
107,113,[*]/C=C/c1cc(C)c(OC(=O)N[*])c(C(=O)OCCCCCCCCCC)c1C(F)(F)F,True,True,False,396.3959045410156,346.6370544433594,371.5164794921875,346.6370544433594,396.3959045410156,49.75885009765625,multimodal,graph
108,114,[*]Oc1cc(OC(=O)c2ccc(Cc3ccc(C([*])=O)cc3)cc2)cc(S(=O)(=O)Oc2ccc(C=N)cc2)c1,True,True,False,407.3185119628906,436.4971618652344,421.9078369140625,407.3185119628906,436.4971618652344,29.17864990234375,multimodal,graph
109,115,[*]COc1ccc(CCN(C)C(=O)c2ccc(C(=O)OC([*])=O)cc2)cc1Oc1ccccc1,True,True,False,371.14532470703125,354.79754638671875,362.971435546875,354.79754638671875,371.14532470703125,16.3477783203125,multimodal,graph
110,116,[*]CC=C(C)[N+](C)(C)COC(=O)c1ccc(NCCCCCCCCCCOc2ccc(C=C)cc2)cc1[*],True,True,False,380.97308349609375,333.51812744140625,357.24560546875,333.51812744140625,380.97308349609375,47.4549560546875,multimodal,graph
111,117,[*]O[Si](C)(CCCCCCCC)CNC(=O)c1ccccc1CC[Si]([*])(C)C,True,True,False,275.1971435546875,273.01214599609375,274.1046447753906,273.01214599609375,275.1971435546875,2.18499755859375,multimodal,graph
112,119,[*]CC(C)CCC(=O)NNC(=O)C(C([*])=O)C(C)(C)CCCCCCCC,True,True,False,396.8337707519531,395.3307800292969,396.082275390625,395.3307800292969,396.8337707519531,1.50299072265625,multimodal,graph
113,120,[*]CC1CC(C#N)=C(/[*])CC(C)(C)C1,True,True,False,495.0166015625,420.9837341308594,458.0001678466797,420.9837341308594,495.0166015625,74.03286743164062,multimodal,graph
114,121,[*]OC(=O)Nc1ccc(CCOP(=O)(O[*])Oc2ccc(-c3ccc(C)cc3)cc2)cc1,True,True,False,315.5612487792969,346.23272705078125,330.89698791503906,315.5612487792969,346.23272705078125,30.671478271484375,multimodal,graph
115,122,[*]Nc1ccc(C(=O)N(CCc2ccc(/N=N/c3ccc(S(=O)(=O)c4ccc([*])cc4)cc3)cc2)c2ccccc2)cc1,True,True,False,447.0838317871094,432.69451904296875,439.88917541503906,432.69451904296875,447.0838317871094,14.389312744140625,multimodal,graph
116,123,[*]Nc1ccc([*])c(C(=O)OC(C)CCCOc2ccc(-c3ccccc3)cc2)c1,True,True,False,350.5804443359375,365.4573059082031,358.0188751220703,350.5804443359375,365.4573059082031,14.876861572265625,multimodal,graph
117,124,[*]CCCC(COC(=O)NCC(C)CC)NC(=S)O[*],True,True,False,303.1256408691406,342.8505859375,322.9881134033203,303.1256408691406,342.8505859375,39.724945068359375,multimodal,graph
118,125,[*]Oc1ccc(/C(=N/CCC[Si]([*])(C)OC(C)=O)c2ccccc2)cc1,True,True,False,294.88519287109375,327.1539306640625,311.0195617675781,294.88519287109375,327.1539306640625,32.26873779296875,multimodal,graph
