sample_id,smiles,is_valid,is_unique,in_training_set
71,[*]/C=C/c1cc(OCCCCCCCC)c(/C=C/C(=O)c2ccc([*])c(C)c2)cc1Oc1ccc(F)cc1,True,True,False
72,[*]CCCCCCCCCCCCCCNC(=O)CC(Oc1ccc(-c2ccc(C(C)CC)cc2)cc1)O[*],True,True,False
73,[*]CC(=O)Nc1ccc(NCCCCOCCNC(=O)CCCCCCC(=O)Nc2ccc(C([*])=O)cc2)cc1,True,True,False
74,[*]CC(C)NCCCCCCCC[PH](=O)(CC)CO[*],True,True,False
75,[*]CC(CC(C)C)NC(=O)CCCCCCC(=O)OCCCCCCOCCCCC([*])OC,True,True,False
76,[*]CCC([*])(C)C(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1OC(C)=O,True,True,False
77,[*]Oc1cc(Br)c(OCC)c(OC(=O)c2ccc(SO[*])cc2)c1,True,True,False
78,[*]OC(CCCCCCOc1ccc(/C=N/c2ccc(OCCCCNC([*])CC)cc2)cc1)CC(=O)NC1CCCCC1,True,True,False
79,[*]Oc1ccc(COc2ccc(/N=N/[Si](C)(C)c3cccc([*])c3)cc2)cc1,True,True,False
80,[*]NC(=O)c1ccc(C(=O)NCC([*])C)O[Si](C)(C)C)cc1,False,True,False
81,[*]C(CCCCOC(=O)N([*])C#N)c1ccc(/N=C/[Si](C)(C)OCC(C)C)c2ccc(S(=O)(=O)O[Na])cc21,True,True,False
82,[*]CCc1ccc(Nc2ccc(NCCCCCCCCCCc3cc([*])c(C(C)C)cc3CC)cc2)c(C)c1,True,True,False
83,[*]CC(CCc1ccc(/N=C/P(=O)(c2ccccc2)c2ccc(-c3nnc([N+](=O)[O-])cc3)cc2)cc1)C(=O)N([*])C(C)C,True,True,False
84,[*]CC([*])(C)C(=O)OCC(CC(C)C)OC(=O)CCCCCC,True,True,False
85,[*]CCCP(CCC)OC(=O)Sc1ccc(C(=O)OCCOC([*])=O)cc1,True,True,False
86,[*]C(C([*])(C)C)C(=O)OCCCCCCCCN1C=C(C(=O)c2ccc(F)cc2)C1=O,True,True,False
87,[*]O[Si]([*])(C)C(=O)OC(C)CCNCC,True,True,False
88,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4ccc(C(=O)c5cccc([*])c5)cc4)cc3OC(=O)OCCCCCCCCCCCCCCC)cc2)cc1OCC,True,True,False
89,[*]C([*])c1ccc(C(=O)OCCN(C)c2ccc([SH](=O)=O)cc2)cc1,True,True,False
90,[*]CCCCCc1ccc(C(=O)OCCCCCCCCCOc2ccc(NC(=O)CSSC(=O)N[*])cc2)cc1,True,True,False
91,[*]CSc1ccc(NC(=O)c2ccccc2C(=O)O[*])c2ccccc12,True,True,False
92,[*]CC(CCC)C(=O)Nc1ccc(C(c2ccccc2)c2ccc(Oc3ccc(C(C(=O)O[*])OCC)cc3)cc2)cc1,True,True,False
93,[*]CC([*])(C)C(=O)OCCCc1sc2ccccc2c1,True,True,False
94,[*]CCCCCCOC(=O)N/C(C)=C(/[*])CCC(=O)OCCOCC,True,True,False
95,[*]CC(COC(=O)O[*])SN1C(=O)C1CCCC1C=O,False,True,False
96,[*]Cc1ccc(NC(=O)c2cccnc2CCCCCC([*])(F)F)s1,True,True,False
97,[*]C#Cc1cc(C)c(NCCCCCCCNCCC)c([*])c1Br,True,True,False
98,[*]C1CC(Cl)=C(O[*])CN(CC)C(=O)OC1,True,True,False
99,[*]Sc1ccc(/C(C)=C/c2ccc3c(c2)C2CCCCC([*])CC3C2=O)cc1,True,True,False
100,[*]Cc1cc(C)c(OCCCCCCCCNC(=O)c2ccccc2CC(C)CCCC)cc1[*],True,True,False
101,[*]c1c(C)cc([*])c(COC(=O)c2ccccc2)c1[Se],True,True,False
102,[*]Oc1cccc(C(=O)NC(C)(C)C(=O)NNC([*])=O)c1ccc(OC)cc1,False,True,False
103,[*]CC(OC(C)=O)c1ccc2c(c1)C(=O)N(c1ccc(C([*])CC)cc1)c1ccc(C)cc1,False,True,False
104,[*]C(=O)Nc1cccc(CCOC(=O)OC(=O)CCCCCCC[N+](C)(C)OC([*])=O)c1,True,True,False
105,[*]Nc1ccc(C(NCC)C2CCC(C(=O)OCc3ccc(O[SiH](=O)c4ccc([*])cc4)cc3)C2=O)cc1,True,True,False
106,[*]CC=CC(OC)CCCCCCCC([*])=S,True,True,False
107,[*]Cc1ccc(-n2on2-c2cc(CCC)c(C(=O)N([*])C(=O)SSCCCCCCCCC)cc2)cc1,True,True,False
108,[*]CC(C)P(=O)(C#C)OCCCOC([*])Cl,True,True,False
109,[*]NC1CCC(OC(=O)CCCCCCCCC(=O)Oc2ccc([Si](C)(C)NC([*])=O)cc2)C1,True,True,False
110,[*]O[Si](C)(C)CCc1ccc(NC(=O)c2ccc(N(C)C#Cc3ccc(-c4ccc(-c5nnc([*])o5)cc4)cc3)cc2)cc1,True,True,False
111,[*]CCCCC[Si](C)(C)CC(c1ccccc1)=C([*])C#CCCCCCCCCC,True,True,False
112,[*]CCC(C)COC([*])(C)CCCCCCCC,True,True,False
113,[*]CC(=O)NC1CC(C)(NC(=O)CCN(C)C)C(=O)C1[*],True,True,False
114,[*]CC(OC(=O)c1ccccc1Br)C([*])CCc1cccc([N+](=O)[O-])c1,True,True,False
115,[*]C#Cc1ccc(/C=C/c2ccc(CCCCCCCCC)cc2)cc1[*],True,True,False
116,[*]CC([*])(F)C(=O)OC#C[Si](C)(C)O,True,True,False
117,[*]CC(=O)c1c(C)cc(C(O)COc2ccccc2)c(C([*])=O)c1C(=O)OCC,True,True,False
118,[*]Oc1ccc(/C=C2\CCCC(OC(=O)c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)CC2)cc1,True,True,False
119,[*]CCCCCCCC(=O)OC(C)COC(C)=O)c1cccc(N(CC)c2ccc(-c3ccc([*])cc3)cc2)c1,False,True,False
120,[*]C(COc1ccccc1)C(=O)CCCCC(=[*])C(=O)O,True,True,False
121,[*]CCCCCOC(=O)Nc1ccc(C(=O)OCCCCCCNC(=O)O[*])cc1,True,True,False
122,[*]CCCCCCCCCCCOC(=O)Nc1ccc(C(=O)SCCCCCCCCC2=CC(C(=O)O[*])C2c2ccccc2)cc1,True,True,False
123,[*]C#Cc1ccc(OC(=O)Oc2ccc(C)cc2CC)cc1C(=O)OC([*])=O,True,True,False
124,[*]Oc1ccc(NC(C#N)(C)C(=O)OCCCCCOc2ccc([*])cc2)cn1,True,True,False
125,[*]CCCCP(C(=O)OCCCCCCNc1ccc([*])cc1)c1ccc2c(c1)C3=O,False,True,False
126,[*]C(=S)c1ccc(OCCOCC(F)(F)C(F)(F)C(F)(F)COc2ccc(S([*])(=O)=O)cc2)cc1,True,True,False
127,[*]CC(COC(=O)c1ccc(N[*])cc1)C1CCCCC1C,True,True,False
128,[*]C#C[Si](C)(C)CCCCCCC(=O)N(CCCCCCO)C(=O)N[*],True,True,False
129,[*]COc1ccc(/C=N/c2cc(S(=O)(=O)OCC(C)C)c([*])cc2C)cc1,True,True,False
130,[*]CC=CCNC(=O)CCCCCCC([*])=O,True,True,False
131,[*]c1cc(C(C)C)c([Si]([*])(C)c2ccccc2)cc1OCCC#N,True,True,False
132,[*]Oc1ccc(NC(=O)c2ccc(C(=O)NNC(=O)CCCOP(=O)(OC)Oc3ccc(OC([*])=O)cc3)cc2)cc1,True,True,False
133,[*]c1cc(C([*])C#N)c2ccccc2c1=O,False,True,False
134,[*]Oc1ccc(N(CCCCC)C(=O)OCC(C)(C([*])=O)[N+](=O)O)cc1,True,True,False
135,[*]C([2H])=C([*])c1ccc(C(=O)OCCCCCCCCCC)cc1,True,True,False
136,[*]CC#CC(=O)Oc1ccc(S(=O)(=O)c2ccc(C(=O)OC([*])=O)cc2)cc1,True,True,False
137,[*]Cc1ccc(C(C)(C)C)c([PH](=O)[O-])c1CCCCCCCCCCCCC([*])(C)C,True,True,False
138,[*]C(=O)Nc1cc(N=O)c(O)c(N2C(=O)CC([*])C2=O)cc1OCCC(=O)c1ccc2ccccc2c1,False,True,False
139,[*]CC([*])OCCCC[Si](C)(C)COC(=O)NCCNC(=O)Nc1ccc(SCC)cc1,True,True,False
140,[*]CCCC[Si](C)(C)c1ccc(C(=O)NCCCCCCOCCOC(=O)c2ccc(/N=C/c3ccc(O[*])cc3)cc2)cc1,True,True,False
141,[*]CC(C#CCNC(=O)CCCCCCS(=O)(=O)C(=O)N[*])c1ccc(/C(CCl)=N/c2ccc(OCC)cc2)cc1,True,True,False
142,[*]Oc1ccc(C([*])CCOC(=O)c2ccc(SC)cc2)cc1,True,True,False
143,[*]C#Cc1ccc([*])c(SSCCCCC)c1CO,True,True,False
144,[*]C(=O)/C=C/c1ccc(OCCCCCCOC(C)(CC)CCOC(=O)c2ccc(N([*])C)cc2)cc1,True,True,False
145,[*]CCCCCCNC=C([*])Sc1cc(C(=O)O)ccc1,True,True,False
146,[*]c1ccc(C(=[*])OC)cc1-c1ccc(N(C)CCCC(F)(F)F)c(F)c1,True,True,False
147,[*]Oc1ccc(C(=O)/C(C)=N/c2ccc(SCc3ccc4cc(C([*])=O)ccc4c3)cc2)cc1,True,True,False
148,[*]CC([*])C(=O)Nc1ccc(C(O)CCCNC(=O)c2ccc(-c3ccccc3)cc2)cc1,True,True,False
149,[*]Oc1ccc(CNC(=O)CCCCCCC(=O)Nc2ccc(OC([*])=O)cc2)cc1C,True,True,False
150,[*]CCCCCC(=O)Sc1ccc(OC(=O)c2nnc(O[*])c(OCCO)c2)cc1F,True,True,False
151,[*]CCCCCCCOc1ccc(NC(=O)NC(C#CCCCN)[Si](C)(C)c2ccc(-c3ccc(C(=O)O[*])cc3)cc2)cc1,True,True,False
152,[*]Oc1ccc(C(O)C(=O)Nc2ccc(C(N)=Nc3ccc([*])cc3C)cc2)c(NC(=O)CC(C)=O)c1,True,True,False
153,[*]Oc1c(C)cc(C(=[*])c2ccc(OC(=O)c3cccc(OC)c3)cc2)c(C)c1Cl,True,True,False
154,[*]CCOCCOC(=O)c1ccc(C(=O)N[*])cc1OCCCCSc1ccc(CO)cc1,True,True,False
155,[*]CCCCNC(=O)NCCCCCCCCSCCNC(=O)c1ccccc1C(=O)O[*],True,True,False
156,[*]Oc1ccc(C(C)(C)C)cc1OCCCCCCCCCOc1ccc(NC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False
157,[*]/C=C/C([*])c1ccc(OCCCN)cc1,True,True,False
158,[*]CC([*])(C)C(=O)OCCOc1ccc(CS(=O)(=O)Cc2ccc(OCCCCCC)cc2)cc1,True,True,False
159,[*]CC(Cl)CCCCOC(=O)N(CC)N[*],True,True,False
160,[*]OCC(F)(F)C(=O)N(C)CCCOC([*])SC,True,True,False
161,[*]CC([*])(C)CC(=O)NC(=O)C(C)(C)C(=O)OCC(=O)Cl,True,True,False
162,[*]CC(C)C(=O)OCC1CCC([*])CCC(=O)N(1,False,True,False
163,[*]CC([*])(CCl)C(=O)Nc1ccc(C(C)(C)C)cc1,True,True,False
164,[*]CCC(C)(C)COC(=O)NCC(CCCC)COc1ccc(/N=N/c2ccc(Br)cc2)c(C(=O)O[*])c1,True,True,False
165,[*]Oc1ccc(-n2on2-c2ccc(OC(=O)CCCCCCN([*])C(=O)c3ccc(OC)cc3)cc2)cc1,True,True,False
166,[*]CC(C)(C)CCOC(=O)NCCCCCCCCCCCNC(=O)c1ccc(C(=O)O[*])c(Oc2ccc(Br)cc2)c1,True,True,False
167,[*]C1CCN(c2ccc(-c3cc(S([*])(C)=O)ccc3N)[nH]2)C1=O,True,True,False
168,[*]CC/C=C(/[*])OCCCCc1cccc(Br)c1CC,True,True,False
169,[*]CC(Nc1ccc(C)cc1)P(=O)(Oc1ccc(C(=O)O[*])cc1)CC(F)(F)CC[Si](C)(C)C,True,True,False
170,[*]Cc1ccc(C(C)(CO)c2ccc(NC(=O)CCCCCCCCCCC(=O)NC)cc2)c([*])c1,True,True,False
171,[*]C(=O)Sc1cc(OC)c(OC(=O)c2ccc(C(=O)Oc3ccc([*])cc3)cc2)cc1-c1ccccc1,True,True,False
172,[*]O[Si]([*])(C)CCCCCOc1ccc(C(=O)OCCCCCCOC(=O)c2cc(C#N)c([N+](=O)[O-])cc2)cc1OCC,True,True,False
173,[*]Nc1ccc(NC(=O)CCCCCC(=[*])(c2ccc(Br)cc2)C(=O)O)c(C)c1,False,True,False
174,[*]OP(=O)(CCCCCC)SC([*])COC(=O)/C=C/[Si](C)(C)C,True,True,False
175,[*]CCCCCCCCCOP(=O)(NC(=O)CCCCCCCCCC([*])=O)c1ccc(OC(C)=O)cc1,True,True,False
176,[*]CC([*])CCOc1c(Cl)cc(C(F)(F)F)cc1I,True,True,False
177,[*]C=CC(=O)Nc1ccc(CCCC([*])=O)cc1,True,True,False
178,[*]Oc1ccc(C(F)(F)C(F)(F)COc2ccc(S([*])=O)cc2)c1,False,True,False
179,[*]C(=O)c1ccc(C2(c3ccc(-c4ccc(C([*])=O)cc4)cc3)CCC=CCCCCC2)cc1,True,True,False
180,[*]CC(NC(=O)c1ccc(C(=O)OCCN(CC)CC([*])=O)cc1)OC,True,True,False
181,[*]CC(C)CCCCCCOC(=O)[Si]([*])(C)CCCCC,True,True,False
182,[*]CC[Sn](C)OC(=O)c1cc(C(=O)NCC(CC)CCc2ccc(S(=O)(=O)O[*])cc2)ccc1,True,True,False
183,[*]Oc1ccc(C(c2ccccc2)c2ccc(Oc3ccc(C(=O)OC(=O)CCCCCCN([*])CC)cc3)cc2CC)s1,True,True,False
184,[*]/C=C/CCP(N[*])(OCCCCCCCCC)C(=O)OC,True,True,False
185,[*]C(=O)C(c1ccc(O)cc1)c1ccc(-c2ccc(-c3ccc(OP(=O)(C[*])c4ccccc4)cc3)cc2)cc1,True,True,False
186,[*]OC(=O)N[Si](C)(C)CCOC(=O)CN/N=N/c1ccc(C)cc1[*],True,True,False
187,[*]C(CC(C)C)C([*])OCCOC,True,True,False
188,[*]CC([*])c1ccc(OCCCOC(=O)C(C)CCCCCCCCC(=O)Oc2ccc(-c3ccc(C)cc3)cc2)cc1,True,True,False
189,[*]c1ccc([*])cc1Oc1ccc(OCC2CCC3CC3CC4)cc1O,False,True,False
190,[*]CC([*])(C)C(=O)Oc1ccc(COC(CC)CCCCC)cc1C([2H])(F)C(F)(F)F,True,True,False
191,[*]O[Si](C)(C)C(=O)OCCOc1ccc(NC(=O)c2ccc(C([*])=O)cc2Oc2ccc(-c3ccc(C#C)cc3)cc2)cc1,True,True,False
192,[*]C(C)Cc1ccc(C([*])(C)O[Na])cc1CC,True,True,False
193,[*]CC([*])c1ccc(OC(C)=O)c(S(=O)(=O)CCc2ccccc2)n1,True,True,False
194,[*]CC([*])N1C(=O)c2ccc(C(C)(C)CC)cc2C1=O,True,True,False
195,[*]CC(C)CC(C)C(=O)OCCNC(=O)c1ccc(-c2ccc(C([*])=O)cc2)cc1-c1ccccc1,True,True,False
196,[*]C#Cc1cc(OCC)c([Si](=O)(F)c2ccc(N=[*])cc2Cl)cc1,True,True,False
197,[*]CCCCc1ccc(N([*])CCOc2ccc(OCCCCCCCCCC)cc2C)cc1,True,True,False
198,[*]c1ccc(S(=O)(=O)N(C)C)c(C([*])(C)c2ccc(-c3ccc([2H])cc3)cc2)c1,True,True,False
199,[*]CC1CCCCC(COCNCCCCCCCCN)C(=O)O[*]1,True,True,False
200,[*]CCCCCCCCCCCP(=O)(CCCC)C([*])(Cl)OC(=O)c1ccc(-c2ccccc2)cc1,True,True,False
201,[*]CC([*])(C)C(=O)N(CC(=O)CC(F)(F)F)c1ccc(OC)cc1,True,True,False
202,[*]O[Si]([*])(CCOC(=O)c1c(Cl)cc(OCC)cc1C)Cc1ccccc1,True,True,False
203,[*]O[Si]([*])(C)Cc1ccc(C(C)(C)c2ccc(Oc3ccc(C(C)=O)cc3)cc2)c(OC(C)=O)c1,True,True,False
204,[*]c1ccc(OCCCCOC(=O)c2ccc([PH]([*])(Br)F)cc2C)c(Br)c1,True,True,False
205,[*]Oc1ccc(NOC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc1,True,True,False
206,[*]Nc1ccc(/C=C/c2ccc(C(C)(CC)CC[Si](C)(C)c3ccc([*])cc3)cc2)cc1,True,True,False
207,[*]CC([*])(C)C(=O)OCCCCCCCCOC(=O)c1ccc(OCCOCCN(C)OC)cc1,True,True,False
208,[*]CC([*])c1cscc1OC(=O)OCCCCCCCCCCCl,True,True,False
209,[*]/C=C/CCCCCCCC(=O)NNC(=O)CCc1cccc(/C=C/c2ccc([*])s2)c1,True,True,False
210,[*]O[Si]([*])(C)CCOc1ccc(N2C(=O)CCC(C)(C)C3C(=O)N(c3ccccc3)C3C2=O)cc1,True,True,False
211,[*]Oc1ccc(C(C([*])=O)c2ccccc2)cc1OC(=O)CCCCCCc1ccccc1,True,True,False
212,[*]Oc1ccc([Si](C)(C)CCCCCCCCC(=O)Nc2ccc(C(=O)CCc3ccc(Oc4ccc(/C=N/c5ccc([*])cc5)cc4C)cc3)cc2)cc1,True,True,False
213,[*]Nc1ccccc1NC(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(C([*])=O)cc3C)cc1)C2=O,True,True,False
214,[*]c1cc(C(=O)OCCCC)c([*])cc1C,True,True,False
215,[*]Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(=O)OCCCCCC(C)(C)CCCOC([*])=O)cc3)cc2)cc1,True,True,False
216,[*]CCCCCCCCCCN1CC(CCC(=O)NCCc2ccccc2)C(=O)N1CCO[*],True,True,False
217,[*]CC(F)(F)C(F)(F)COC(C)c1cc(OCCO)c([*])nc1,True,True,False
218,[*]CCCCCCCCCNC(=O)C1CCC(CC(=O)N([*])CC(=O)[Se])CC1,True,True,False
219,[*]C#CC#CN([*])C(=O)CC[N+]C,True,True,False
220,[*]C(=O)c1ccc(-c2c(C)cc(C(=O)N([*])c3ccccc3)cc2S(=O)(=O)O)cc1,True,True,False
221,[*]CC(C)(C)CNC(=O)C1CCC(C)(c2ccc(C(=O)O[*])cc2)C(=O)c2ccc(CCCC)cc2)cc1,False,True,False
222,[*]Oc1ccc(C2(c3ccc(OC(=O)NCCCCSC([*])=O)cc3)CC2C)cc1,True,True,False
223,[*]NC(=O)c1ccc(C=Cc2ccc([Si](=O)(c3ccc([*])cc3)CCCCCC)cc2)cc1,True,True,False
224,[*]CC(C)(C[*])CC(O)COc1ccc(N(C)C)c(F)c1F,True,True,False
225,[*]O[Si]([*])(C)CCCOC(=O)CCCCCCCCc1ccc(/C=N/S(=O)[O-])cc1,True,True,False
226,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4ccc([*])cc4)cc3)cc2)c(NC(C)=O)c1,True,True,False
227,[*]C[Si](c1ccc(COc2ccc(/C=N/c3ccc(OC([*])=O)cc3)cc2)cc1)C(=O)OC(C)CCCC,True,True,False
228,[*]C(=O)c1ccc(C=C([*])CCCCC(=O)Oc2ccc(C#N)c(OC(C)CC)c2)cc1,True,True,False
229,[*]CC([*])(C)C(=O)OCCCCOC(F)C(F)CC,True,True,False
