sample_id,smiles,is_valid,is_unique,in_training_set,target_tg,sampling_temperature
45,[*]OC(=O)c1ccc(C2CCC(C(=O)OCCc3ccc(O[*])cc3)C(=O)N2c2ccccc22)c(C)c1,False,True,False,500.0,0.8
46,[*]CC([2H])(F)C(=O)OCCOC(=O)N(F)C(F)(F)C(F)(F)C([*])(C)Nc1ccccc1,True,True,False,500.0,0.8
47,[*]CN([*])CCCCCCc1cc(-c2ccccc2)ccc1C,True,True,False,500.0,0.8
48,[*]C#Cc1ccc(CN[*])c(OCCCCCCCCCCC)c1,True,True,False,500.0,0.8
49,[*]/C=C/c1ccc(-c2c(C(=O)OCC)cc(OCC(C)CCCC)cc2C(C)=O)c(O[*])c1OC(C)=O,True,True,False,500.0,0.8
50,[*]CNC(=O)C(CC(C)C)c1ccc(C(=O)N[*])cc1,True,True,False,500.0,0.8
51,[*]Cc1ccc(-c2ccc(NC(=O)CCCCCCCCC([*])c3ccc(OC)cc3)cc2)cc1,True,True,False,500.0,0.8
52,[*]/C=C/CCCCCCCCCCCCCCOP(=O)(C(=O)Nc1cccc(N=[*])c1)c1ccc(C#C)cc1C(C)C,True,True,False,500.0,0.8
53,[*]Cc1cc2nnc(-c3cc(C([*])=O)ccc3Cl)c(=O)nc2c1,False,True,False,500.0,0.8
54,[*]CCCN(CC(=O)Nc1ccc(C#N)cc1)CC(C)=NC(=O)c1cccc(C(=O)O[*])c1,True,True,False,500.0,0.8
55,[*]CC([*])(C)C(=O)OCCOC1C=CC(CC)C1,True,True,False,500.0,0.8
56,[*]CCOc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(C(=O)OCCc2ccc([*])cc2)C3=O)cc1OC,True,True,False,500.0,0.8
57,[*]C([*])(C)Cc1ccc(OCCCCCOc2ccc(N3CCCC(C3)C3)cc2)cc1,False,True,False,500.0,0.8
58,[*]OCC(CCCCCC)C([*])[2H],True,True,False,500.0,0.8
59,[*]Oc1ccc(C(c2ccccc2)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False,500.0,0.8
60,[*]CC=C(O)c1cccc(N2C(=O)c3ccc(C(=O)C([*])(F)F)cc3C2=O)c1,True,True,False,500.0,0.8
61,[*]CCC(=O)NCCCC/C=C/C1CCC(C(=O)N[*])COC1,True,True,False,500.0,0.8
62,[*]CCCCCNc1ccc(NC(=O)c2ccc(C(=O)N[*])c(OC)c2[N+](=O)[O-])cc1,True,True,False,500.0,0.8
63,[*]Oc1ccc(OC(=O)c2ccc(OCC(CCCCCC)c3ccc(S([*])(=O)=O)cc3)cc2)c(-c2ccccc2)c1,True,True,False,500.0,0.8
64,[*]CCCCC(=O)N/C=C/[Si](C)(C)C(=O)NCCCCCCCOC(=O)c1ccccc1C(=O)O[*],True,True,False,500.0,0.8
65,[*]Oc1ccc(C2(c3ccc(OC(=O)Cl)cc3OC3CCCC3C)CCl)cc1[*],False,True,False,500.0,0.8
66,[*]CC([*])(C)C(=O)Nc1cc(C(F)(F)F)ccc1-n1c(C[Si](C)(C)CCCC[Si](C)(C)C)s1,False,True,False,500.0,0.8
67,[*]CCCCCCCCN=C([*])C(=O)OCCCNc1ccc(C)nc1,True,True,False,500.0,0.8
68,[*]CC(C)(C)C(=O)NCCCCCCCCCCc1ccc(N([*])C(C)CC)cc1,True,True,False,500.0,0.8
69,[*]Oc1ccc(C(=O)NNC(=O)c2ccc(N3C([*])C3=O)cc2)cc1Cl,True,True,False,500.0,0.8
70,[*]N=P([*])(C)CCCCCCCCCCCC,True,True,False,500.0,0.8
71,[*]/C=C/c1cc(OCCCCCCCC)c(/C=C/C(=O)c2ccc([*])c(S(=O)(=O)c3ccc(F)cc3)c2)cc1C,True,True,False,500.0,0.8
72,[*]CCCCCCCCCCCCCCNC(=O)CC(Oc1ccc(-c2ccc(C(C)CC)cc2)cc1)C(=O)N[*],True,True,False,500.0,0.8
73,[*]CC(=O)Nc1ccc(NCCCCOCCNC(=O)CCCCCCC(=O)Nc2ccc(C([*])=O)cc2)cc1,True,True,False,500.0,0.8
74,[*]CC(C)NCCCCCCCC[PH](=O)(CC)CO[*],True,True,False,500.0,0.8
75,[*]CC(CC(=O)NCCCCCCCCNC(=O)CCCCC([*])O)OC(C)C,True,True,False,500.0,0.8
76,[*]CCC([*])(C)C(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1OC(C)=O,True,True,False,500.0,0.8
77,[*]Oc1cc(Br)c(OCCC)c(Oc2ccc(C=[*])nc2)c1,True,True,False,500.0,0.8
78,[*]OC(CCCCOc1ccc(/C=N/c2ccc(OCCCCCCN(C#N)CCc3ccccc3)cc2)cc1)C(=O)NCCCCCCCN[*],True,True,False,500.0,0.8
79,[*]Oc1ccc(COc2ccc(/N=N/[Si](C)(C)c3cccc([*])c3)cc2)cc1,True,True,False,500.0,0.8
80,[*]NC(=O)c1ccc(C(=O)NCC([*])C)c2ccc(C)cc2c1,False,True,False,500.0,0.8
81,[*]C(CCCCOC(=O)N([*])C#N)c1ccc2c(c1)O[Si](C)(C)C1(C)O[Si](C)(C)S(=O)(=O)c1ccc(C(C)(C)C)cc12,False,True,False,500.0,0.8
82,[*]Cc1ccc(NCCCCCCCc2ccc(Nc3cc(CC)c([*])cc3CC(C)C)s2)cc1,True,True,False,500.0,0.8
83,[*]CC(CCc1ccc(/N=C/P(=O)(c2ccccc2)c2ccc(-c3nnc([N+](=O)[O-])cc3)cc2)cc1)C(=O)N([*])C(C)C,True,True,False,500.0,0.8
84,[*]CC([*])(C)C(=O)OCC(CC(C)C)OC(=O)CCCCCC,True,True,False,500.0,0.8
85,[*]CCCP(CCC)OCCOC(=O)/C1=C/c2ccc(C(=O)OC(C)(C)O[*])cc2)cc1,False,True,False,500.0,0.8
86,[*]C(C)C([*])(C)C(=O)OCCCCCCCCN1C=C(C(F)(F)F)C(=O)C1,True,True,False,500.0,0.8
87,[*]O[Si]([*])(C)C(=O)OC(C)CCNCC,True,True,False,500.0,0.8
88,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4ccc(C(=O)c5ccccc5S([*])(=O)=O)cc4)cc3OCCCCCCCCCCCCCCCCC)cc2)c(C(=O)OC(C)CC)c1,True,True,False,500.0,0.8
89,[*]C([*])c1ccc(C(=O)OCCN(C)c2ccc([N+](=O)[O-])cc2C)cc1,True,True,False,500.0,0.8
90,[*]CCCCCc1ccc(C(=O)OCCCCCCCCCOc2ccc(NC(=O)SSCCN3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,True,True,False,500.0,0.8
91,[*]CSc1ccc(N2C(=O)c3ccccc3C(=O)OCC(F)(F)C2(F)F)cc1C([*])=O,True,True,False,500.0,0.8
92,[*]CC(CCC)=C(C(=O)Nc1ccc(Oc2ccc(C(c3ccc(O[*])cc3)c3ccccc3C(F)(F)F)cc2)cc1)OCC,True,True,False,500.0,0.8
93,[*]CC([*])(C)C(=O)OCCCc1sc2ccccc2c1Sc1cc(CC)ccc12,False,True,False,500.0,0.8
94,[*]CCCCC(=O)NC(CC[*])=O)CC(C)CCOCCO[N+]C,False,True,False,500.0,0.8
95,[*]CC(CCOC(=O)Sc1cccc(C([*])=O)c1)C1C(=O)OC1=O,True,True,False,500.0,0.8
96,[*]Cc1ccc(NC(=O)c2cnc(OCCCCCC([*])=O)cc2C)s1,True,True,False,500.0,0.8
97,[*]C#Cc1cc(C)c(NCCCCCCN2CCCCC2[*])c(NCC)c1,True,True,False,500.0,0.8
98,[*]C#Cc1ccc([*])c(N(CC)C(=O)OCC=CCOC)c1,True,True,False,500.0,0.8
99,[*]Sc1ccc(/C(C)=C/c2ccc3c(c2)C(=O)N(c2ccc([*])cc2C)C3=O)cc1,True,True,False,500.0,0.8
100,[*]CC([*])c1ccc(C(NC(=O)C#[Ge]CC(=O)OC)c2ccc([N+](=O)[O-])cc2)cc1,True,True,False,500.0,0.8
101,[*]/C=C/c1ccc(OC(=O)c2cc(C(=S)OC)ccc2CCCCO[*])cc1,True,True,False,500.0,0.8
102,[*]CCSCCCNC(=O)CCNC(=O)C(=O)N[*],True,True,False,500.0,0.8
103,[*]C(=O)c1cccc(COc2cc([*])ccc2)c1-c1ccc(Oc2ccc3c2)cc1,False,True,False,500.0,0.8
104,[*]Cc1ccc(C(C)(CC)c2ccc(C(=O)N3CCC([*])=C3OCCCCCCCCCC)cc2)cc1,True,True,False,500.0,0.8
105,[*]CCOCCOc1ccc(NC(=O)c2ccc(CCCCCCN3CCC([*])CC3=O)cc2)cc1,True,True,False,500.0,0.8
106,[*]CC(COc1ccc(C(C)(C)C)cc1)c1ccc(OC(=O)CCCCCCCCCCC(=O)Oc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,True,True,False,500.0,0.8
107,[*]CC(C)(C)CCCCCCCCOc1ccc(S(=O)(=O)c2ccc(OC[Si]([*])(C)C)cc2)cc1,True,True,False,500.0,0.8
108,[*]/C=C/c1ccc(N(Cc2ccc(Cl)cc2)COC(=O)CCC([*])(C)C)cc1,True,True,False,500.0,0.8
109,[*]NC1CCC(CN)C(=O)C1NC(Sc1ccc(OCCC)cc1)OC([*])=O,True,True,False,500.0,0.8
110,[*]CC([*])CCNC(=O)C(=O)NCCCCCCCN1CCOCC(=O)C1C,True,True,False,500.0,0.8
111,[*]c1cc(OC)c(-c2ccc(C(C)(C)c3ccc(N[*])cc3)cc2)c(C)c1,True,True,False,500.0,0.8
112,[*]/C=C/c1nnc(-c2ccccc2C(=O)OCCCC(F)(F)C([*])(F)F)[nH]1,True,True,False,500.0,0.8
113,[*]Oc1ccc(C(=O)OCc2ccc(OCCCCCCOC(=O)c3ccc4c3ccc(Oc5ccc(C)c(NC([*])=O)c5)cc34)cc2)cc1,False,True,False,500.0,0.8
114,[*]C(=O)NCCCCCNC(=O)c1cc(Cl)c(/C=C/C(=[*])C)cc1C(=O)OC,True,True,False,500.0,0.8
115,[*]NC(C=O)=Nc1ccc(-c2ccc(NC(=O)Nc3ccc([*])cc3)cc2)cc1,True,True,False,500.0,0.8
116,[*]/C=C/c1ccc(Oc2ccc(C(=O)N(C#N)C(=O)c3ccc(C(C)(C)c4ccc([*])cc4)cc3)cc2)c(Br)c1,True,True,False,500.0,0.8
117,[*]CCCCCOc1ccc(N(C)C(=O)CCCCCCCCc2ccc(Oc3ccc(S([*])(=O)=O)cc3)cc2)c(C#N)c1,True,True,False,500.0,0.8
118,[*]CCCCOC(=O)CCCCCCC=CNC(=O)N[*],True,True,False,500.0,0.8
119,[*]N=Cc1ccc(-c2cnc(C(=O)OCCCCCCCCCSCCCC)cc2)c([*])c1,True,True,False,500.0,0.8
120,[*]CCCCCCCCCOC(=O)CC([*])NC,True,True,False,500.0,0.8
121,[*]CCN(C(=O)N[*])c1ccc([Si](C)(C)CCC(=O)Oc2ccccc2)cc1,True,True,False,500.0,0.8
122,[*]CC#CCOC(=O)CSC(=O)NCCCCCCNc1ccc([*])cc1P(=O)(=O)OCC,True,True,False,500.0,0.8
123,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4nc([*])ccc4c3OCC(CC)CCCC)cc2)cc1,True,True,False,500.0,0.8
124,[*]Oc1ccc2ccccc2c1C(=O)OCCCCCCOC(=O)NCCCCC[Si]([*])(C)c1ccc(C)cc1,True,True,False,500.0,0.8
125,[*]/C=C/CCNC(=O)c1ccc([PH]([*])c2ccc(I)cc2)cc1,True,True,False,500.0,0.8
126,[*]CCS(=O)(=O)c1ccc(NC(=O)COCC/C=C/c2ccc(C(=O)O[*])cc2)cc1,True,True,False,500.0,0.8
127,[*]Nc1ccccc1CCCCCCCCCCCOc1ccc(-c2ccc(Oc3ccc(CNC(=O)/C=C/c4cc(OC#CCCCCCCCCCCC)c(C([*])=O)cc4C(=O)O)cc3)cc2)cc1,True,True,False,500.0,0.8
128,[*]CCCCCCOc1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(C(=O)N([*])CCCCCC)cc2)cc1,True,True,False,500.0,0.8
129,[*]C([*])(C(=O)Oc1ccccc1)C(=O)Oc1ccc(O)cc1/N=N/c1ccc(-c2c(OC)cc(F)cc2)cc1,True,True,False,500.0,0.8
130,[*]CC([*])c1nnc(C(F)(F)C(F)(F)OCC)cc1O,True,True,False,500.0,0.8
131,[*]C([*])C(=O)OCc1ccc2c(c1Br)c1ccccc1[N+](=O)[O-],False,True,False,500.0,0.8
132,[*]C(=O)N(Cl)Cc1ccc(CNC(=O)c2ccc([*])nc2)cc1,True,True,False,500.0,0.8
133,[*]CCCCCCCOC(=O)NC(C([*])=O)C(C)OC(C)C,True,True,False,500.0,0.8
134,[*]Oc1ccc(C(=C2\CC(F)(F)(F)F)NC(=O)c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)cc2)cc1,False,True,False,500.0,0.8
135,[*]OC(=O)N(c1ccccc1)C(C)CC(C)NC(=O)c1cccc(C(=O)NC([*])=O)c1,True,True,False,500.0,0.8
136,[*]CC([*])(CC(=O)Nc1ccc(-c2ccccc2)cc1)C(=O)OCC(F)(Cl)C(=O)C=C,True,True,False,500.0,0.8
137,[*]C(=O)C(C)C(=O)Oc1ccc(C(=O)c2ccc(N=C(OCC(F)(F)F)c3ccc(OC([*])=O)cc3)c(Cl)c2)cc1,True,True,False,500.0,0.8
138,[*]CC([*])(C)C(=O)Oc1ccc(/C=C/c2ccc(OCCCCCCCCC#C)cc2)cc1,True,True,False,500.0,0.8
139,[*]/C=C/c1cccc(Oc2ccc(C(C)=CSc3ccc([*])cc3)cc2)c1,True,True,False,500.0,0.8
140,[*]CC([*])C(=O)OCCCCCCCCN(C#C)C(=O)CCCCCC,True,True,False,500.0,0.8
141,[*]CC#CC#CCOc1ccc(NC(=O)CCCCCCCCC(=O)NNC(=O)CCCc2ccc3cc([*])ccc3[nH]2)cc1,False,True,False,500.0,0.8
142,[*]Nc1cc(C)c(NC(=O)C2CC([*])C3=O)c(C(C)(C)C)c1,False,True,False,500.0,0.8
143,[*]CC(O)COc1ccc(Br)c(S(=O)(=O)c2ccc(O[*])cc2C)c1,True,True,False,500.0,0.8
144,[*]CNC(=O)c1c(Cl)cc(Cl)c(S(=O)(=O)c2ccccc2)c1O[*],True,True,False,500.0,0.8
145,[*]CCC(=O)NCNC(=O)c1ccc(S(=O)(=O)N[*])c(C)c1C,True,True,False,500.0,0.8
146,[*]C(C)=O)c1ccc([*])cc1Oc1cc(OC)cc(O)c1,False,True,False,500.0,0.8
147,[*]N=P([*])(F)Oc1cc(C(C)(C)C)c(C)cc1N=NC(F)(F)F,True,True,False,500.0,0.8
148,[*]CCCOC(=O)c1ccc(OCCCCCCCCCCNC(=O)O[*])cc1,True,True,False,500.0,0.8
149,[*]Sc1cccc(C#C[Si](NC(=O)NNC(=O)c2ccc(C([*])=O)cc2)C2CCCCC2C)c1,True,True,False,500.0,0.8
150,[*]CCCCC(C)C(=O)NCCCCNC(=O)c1ccc(C#CC(C)CCC[*])cc1,True,True,False,500.0,0.8
151,[*]/C=N/c1ccc(NC(=O)c2sccc2-c2cc(NCC([*])S(=O)(=O)O)ccc2)cc1,True,True,False,500.0,0.8
152,[*]CC([*])CC(=O)c1cccc([PH](=O)(=O)c2ccccc2F)c1,True,True,False,500.0,0.8
153,[*]CC(C)(C)C(=O)OCC1CCCCCCCC1c1ccc(C[*])cc1,True,True,False,500.0,0.8
154,[*]Oc1ccc(CCCCC(C)CCNC(=O)c2ccccc2N[*])c(CCCCCCCCC)c1,True,True,False,500.0,0.8
155,[*]CCCCCCOc1ccc2c(c1)CCCCCCCCC/C(=C\c1ccc(O[*])cc1)c1ccccc12,True,True,False,500.0,0.8
156,[*]OCP(=O)(c1ccccc1)c1ccc([*])c(C(C)(C)C)c1,True,True,False,500.0,0.8
157,[*]C(=O)NCCCCCCNC(=O)/C=C/CC([*])=O,True,True,False,500.0,0.8
158,[*]Oc1ccc(/C(C)=N/c2ccc(OC(=O)Oc3ccc(C([*])(C)C)cc3OCCOCCOCC)cc2)cc1,True,True,False,500.0,0.8
159,[*]COc1ccc(C(NC(=O)c2ccc(O[*])cc2)c2cccc(-c3ccccc3)c2)cc1,True,True,False,500.0,0.8
160,[*]Cc1cccc(C(=O)OC(=O)c2ccc(-c3nnc(=O)o3=CCC(=O)C([*])=O)cc3)cc2)c1,False,True,False,500.0,0.8
161,[*]NC(CCCC)COc1ccc(/C(=C/c2ccc(OC([*])=O)cc2)S(=O)(=O)c2cccc3ccccc23)cc1,True,True,False,500.0,0.8
162,[*]NCCCCC([*])OC(C)(C)CC=C,True,True,False,500.0,0.8
163,[*]C=CCCCCOC(=O)c1ccc(N=C(C)c2ccc([N+](=O)[O-])c(N[*])c2)cc1,True,True,False,500.0,0.8
164,[*]Oc1ccc(C(C)CN(C)c2ccc(C(=O)NC(=O)Nc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False,500.0,0.8
165,[*]C=C(F)(F)C(F)(F)COC(=O)N(CCCCC(=O)OC)c1ccc(O[*])cc1,False,True,False,500.0,0.8
166,[*]CC([*])(C)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(C3CCC(CCCCCCCCCC)C3)o2)cc1,True,True,False,500.0,0.8
167,[*]CC(C)(C)NC(=O)C1CCN(C(=O)Nc2cccc(C([*])=O)c2)CC1,True,True,False,500.0,0.8
168,[*]Cc1ccc(CNC(=O)CCCCCCC(=O)Nc2ccc(C(=O)N[*])cc2)c(OC)c1,True,True,False,500.0,0.8
169,[*][Se]c1ccc(NC(=O)CNCC(C)(C)[Si](C)(C)NCC(=O)Nc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,True,True,False,500.0,0.8
170,[*]C/C=C/OC(=O)c1ccc(NC(C)C(=O)O[*])cc1,True,True,False,500.0,0.8
171,[*]CO[Si](CCCC)(CCCCCC)OCCOc1cccc(-c2ccc(O[*])cc2)c1,True,True,False,500.0,0.8
172,[*]CC([*])(C)C(=O)OCC(C)CCCCOc1ccc(-c2ccc(P(=O)(OC)C(C)=O)cc2)cc1,True,True,False,500.0,0.8
173,[*]Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)CN([*])C)cc1,True,True,False,500.0,0.8
174,[*]N=P([*])(C)C(F)(F)C(F)(F)C(=O)Oc1cccc(CC)c1,True,True,False,500.0,0.8
175,[*]C=Cc1cc(CCCCC(C)CC)c([*])n1C(=O)OC,True,True,False,500.0,0.8
176,[*]C1=CC=C(C(=O)OCCOc2ccc([Si]([*])(C)CCCCCCC)cc2)C1=O,True,True,False,500.0,0.8
177,[*]C(=O)C([*])(F)OCCCCCCC(=O)Nc1ccc([PH](=O)c2ccc(Br)cc2)cc1,True,True,False,500.0,0.8
178,[*]CC(CCCCOCCOCC)C([*])/C=C/c1cc(OC(C)=O)ccc1N(C)C#N,True,True,False,500.0,0.8
179,[*]CNc1ccccc1S(=O)(=O)CCCC(=O)Nc1ccc(Oc2ccc(/C=C(\C)CCCCS[*])cc2)cc1,True,True,False,500.0,0.8
180,[*]Oc1ccc(CCCCCCNC(=O)c2ccc(-c3ccc([Si]([*])(C)CCC(F)(F)F)cc3)cc2)cc1,True,True,False,500.0,0.8
181,[*]/C=C/CCCCP(=O)(C=[*])c1ccc(OCC)cc1,True,True,False,500.0,0.8
182,[*]C1(C)CCOCC(=C=[*])(CCCCCC)CC1,False,True,False,500.0,0.8
183,[*]C#Cc1ccc(C(=O)OCCCCCCCCCCCCOC(=O)O[*])c(-c2ccccc2)c1,True,True,False,500.0,0.8
184,[*]Nc1ccc(-c2ccc(C3(c4ccc(OC)cc4)C([*])=C3CC)cc2)cc1,True,True,False,500.0,0.8
185,[*]CCCCCCCNC(=O)CC(C)(C)c1ccc(-c2ccc(N=[*])c(C)c2)cc1,True,True,False,500.0,0.8
186,[*]Oc1ccc(C#N)c2ccc3ccccc2c1c1S(=O)(=O)c1ccc(OCC(C)=C(C)O[*])cc1,False,True,False,500.0,0.8
187,[*]Cc1ccc(-c2ccc(C(=O)NOC([*])=O)cc2O)c(CCC(F)(F)F)c1,True,True,False,500.0,0.8
188,[*]/C(C)=N/[Si]([*])(C)CCc1ccc(-c2ccc(OC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,True,True,False,500.0,0.8
189,[*]CCOCCOC(=O)C(C)(CCCCC(C)C)c1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)c(C[*])c1,True,True,False,500.0,0.8
190,[*]Cc1ccc(NC(=O)CNc2ccc3c(c2)C(=O)N(C(=[*])C)C3=O)cc1,True,True,False,500.0,0.8
191,[*]C(=[Se])CCCOc1ccc(-c2cc(OC(=O)c3ccc(C)cc3C)ccc2)c([*])c1,True,True,False,500.0,0.8
192,[*]CC([*])(C)C(=O)Oc1ccc(-c2cc(C#N)c(OC(F)(F)F)c(C)c2)cc1S,True,True,False,500.0,0.8
193,[*]Cc1ccc(C=CCCCCCC(=O)Nc2ccc(O[*])cc2)c(-c2ccccc2)c1,True,True,False,500.0,0.8
194,[*]CC([*])(C)NC(=O)c1ccc(CN(C)O[Si](C)(C)C)cc1-c1ccc(C(=O)Oc2ccc(C)cc2)cc1,True,True,False,500.0,0.8
195,[*]CCCc1ccc(CN2CC([*])OC(=O)c3ccc([N+](=O)[O-])cc32)cc1,True,True,False,500.0,0.8
196,[*]CC([*])(C)C(=O)Nc1ccc(/C=C/CCCCCCCCCCC3Cl)cc2)o1,False,True,False,500.0,0.8
197,[*]C/C=C/C(=C=C/c1cc(C)c(O[*])c(OC)c1)NC(=O)OCCCCCCCCCC,True,True,False,500.0,0.8
