sample_id,smiles,is_valid,is_unique,in_training_set,target_tg,sampling_temperature,pred,test_smiles,nn_similarity,nn_train_index,nn_train_smiles,similarity_bin
15,[*]C#Cc1ccc(CCCCCCOc2ccc(S(=O)(=O)c3ccc(OCCCC)cc3)cc2)c([*])c1,True,True,False,350.0,0.5,367.9591674804688,[*]C#Cc1ccc(CCCCCCOc2ccc(S(=O)(=O)c3ccc(OCCCC)cc3)cc2)c([*])c1,0.38095238095238093,6222.0,[*]c1ccc(OCCCCOc2ccc(C(C)(C)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,low
16,[*]CC([*])c1ccc(CN(C)C(=O)CCCCC(Cl)(C(F)(F)F)C(=O)OC)cc1,True,True,False,350.0,0.5,324.25274658203125,[*]CC([*])c1ccc(CN(C)C(=O)CCCCC(Cl)(C(F)(F)F)C(=O)OC)cc1,0.3793103448275862,7274.0,[*]CC([*])c1ccc(C(=O)OC)cc1,low
17,[*]C=Cc1ccc(NC(=O)c2ccc(CCCCC([*])=S)cc2)c(OC)c1,True,True,False,350.0,0.5,431.7388916015625,[*]C=Cc1ccc(NC(=O)c2ccc(CCCCC([*])=S)cc2)c(OC)c1,0.3870967741935484,6009.0,[*]c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc([*])cc3OC)c2)c(OC)c1,low
18,[*]CCCC/C=C(/[*])C[Si](C)(C)C,True,True,False,350.0,0.5,296.23687744140625,[*]CCCC/C=C(/[*])C[Si](C)(C)C,0.30303030303030304,2583.0,[*]CCC[Si]([*])(C)CCC[Si](C)(C)C,low
19,[*]CC([*])C(=O)OC(F)(F)CN1CCCC1[N+](=O)OC(C)C,True,True,False,350.0,0.5,382.2176818847656,[*]CC([*])C(=O)OC(F)(F)CN1CCCC1[N+](=O)OC(C)C,0.36538461538461536,1606.0,[*]CC([*])C(=O)OC(F)(C(F)(F)F)C(F)(F)F,low
20,[*]CC([*])OC1CC(=O)N(Oc2ccc(S(=O)(=O)c3ccc(CCC)cc3)cc2)C1,True,True,False,350.0,0.5,375.58111572265625,[*]CC([*])OC1CC(=O)N(Oc2ccc(S(=O)(=O)c3ccc(CCC)cc3)cc2)C1,0.3157894736842105,1953.0,[*]CC([*])c1ccc(CCC)cc1,low
21,[*]C=Cc1nnc(-c2ccc(COCCOC(=O)c3ccccc3)cc2)c([*])c1C(C)(C)C,True,True,False,350.0,0.5,381.8682556152344,[*]C=Cc1nnc(-c2ccc(COCCOC(=O)c3ccccc3)cc2)c([*])c1C(C)(C)C,0.32098765432098764,1012.0,[*]C=Cc1ccc(OCCCCCCCCCCOC(=O)c2ccc(-c3nnc(-c4ccc(C(=O)OCCCCCCCCCCOc5ccc(/C=C/C([*])=O)cc5)cc4)o3)cc2)cc1,low
22,[*]CCc1ccc(OCCCCC(=O)Nc2ccc(C#N)c(N3C(=O)c4ccc([*])cc4C3=O)c2)cc1,True,True,False,350.0,0.5,465.6542053222656,[*]CCc1ccc(OCCCCC(=O)Nc2ccc(C#N)c(N3C(=O)c4ccc([*])cc4C3=O)c2)cc1,0.4411764705882353,6777.0,[*]c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,low
24,[*]CC([*])c1ccc(O)cc1S(=O)(=O)Oc1ccc(CC[N+](C)(C)C)cc1,True,True,False,350.0,0.5,413.4812927246094,[*]CC([*])c1ccc(O)cc1S(=O)(=O)Oc1ccc(CC[N+](C)(C)C)cc1,0.3392857142857143,7121.0,[*]CC([*])c1ccc(OC)cc1C,low
25,[*]CC([*])(C)C(=O)OCCCCCC/C=C/C(=O)C(Oc1ccc(OCCC)cc1)O[Si](=O)(C)C,True,True,False,350.0,0.5,317.3095092773437,[*]CC([*])(C)C(=O)OCCCCCC/C=C/C(=O)C(Oc1ccc(OCCC)cc1)O[Si](=O)(C)C,0.5151515151515151,1331.0,[*]CC([*])(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OCCCC)cc2)cc1,medium
26,[*]CCC(CCCCCNc1ccc(/N=N/c2ccc(C(=O)O[*])cc2)cc1)OC,True,True,False,350.0,0.5,393.8784790039063,[*]CCC(CCCCCNc1ccc(/N=N/c2ccc(C(=O)O[*])cc2)cc1)OC,0.3333333333333333,7274.0,[*]CC([*])c1ccc(C(=O)OC)cc1,low
27,[*]Cc1ccc(NC(=O)Oc2ccc(CCCCCCc3ccc(/C=N/c4ccc(O[*])cc4)cc3)cc2)c(C)c1,True,True,False,350.0,0.5,357.09893798828125,[*]Cc1ccc(NC(=O)Oc2ccc(CCCCCCc3ccc(/C=N/c4ccc(O[*])cc4)cc3)cc2)c(C)c1,0.4142857142857143,3373.0,[*]NC(=O)Oc1ccc(/N=C/C=N/c2ccc(OC(=O)Nc3cc([*])ccc3C)cc2)cc1,low
28,[*]Oc1ccc(C(NC(=O)CCCCc2ccc(OC([*])=O)cc2[Se])c2ccccc2)cc1,True,True,False,350.0,0.5,396.3778381347656,[*]Oc1ccc(C(NC(=O)CCCCc2ccc(OC([*])=O)cc2[Se])c2ccccc2)cc1,0.4642857142857143,4886.0,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,low
29,[*]Cc1ccc(COC(=O)N(CCC)Sc2ccc(C=[*])cc2)cc1,True,True,False,350.0,0.5,330.6448669433594,[*]Cc1ccc(COC(=O)N(CCC)Sc2ccc(C=[*])cc2)cc1,0.35185185185185186,3044.0,[*]Cc1ccc(C(=O)OCc2ccc(COC([*])=O)cc2)cc1,low
30,[*]Oc1ccc(S(=O)(=O)C([*])c2ccc(C#N)cc2)cc1,True,True,False,350.0,0.5,440.8631286621094,[*]Oc1ccc(S(=O)(=O)C([*])c2ccc(C#N)cc2)cc1,0.425,1912.0,[*]CC([*])c1ccc(C#N)cc1,low
31,[*]CC#CCCCOC(=O)C(C)N([*])OC,True,True,False,350.0,0.5,297.2721862792969,[*]CC#CCCCOC(=O)C(C)N([*])OC,0.3409090909090909,1667.0,[*]CC([*])C(=O)OCCCOC,low
32,[*]CCCC(=O)OCC(c1cc(Cl)cc(C([*])=O)c1)C(=O)OCC(C)(C)C,True,True,False,350.0,0.5,307.3399658203125,[*]CCCC(=O)OCC(c1cc(Cl)cc(C([*])=O)c1)C(=O)OCC(C)(C)C,0.3333333333333333,2251.0,[*]CCCCC(=O)OCC(O)COc1ccc(OCC(O)COC([*])=O)cc1,low
33,[*]C=CC([*])COC(=O)c1ccc(S[Na])cc1OCC,True,True,False,350.0,0.5,299.3983154296875,[*]C=CC([*])COC(=O)c1ccc(S[Na])cc1OCC,0.35,216.0,[*]C(=O)NNC(=O)c1ccc([*])cc1OCC,low
34,[*]C(=O)N([*])CCCCCC(=O)N(c1ccc(OCCCC)c(Br)c1)C(C)C,True,True,False,350.0,0.5,388.4152221679688,[*]C(=O)N([*])CCCCCC(=O)N(c1ccc(OCCCC)c(Br)c1)C(C)C,0.3387096774193548,411.0,[*]C(=O)c1ccc(N([*])CCCCCCC)cc1,low
35,[*]CCCCCC[SH](=O)Nc1ccc(/C=C/c2ccc(-c3nnc([*])o3)cc2SCCC(=O)O)cc1,True,True,False,350.0,0.5,391.6456604003906,[*]CCCCCC[SH](=O)Nc1ccc(/C=C/c2ccc(-c3nnc([*])o3)cc2SCCC(=O)O)cc1,0.3,2357.0,[*]CCCCCCCCC(=O)Nc1cc(NC([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,low
36,[*]Cc1ccc(C2CCC(N3C(=O)c4ccc(OP([*])=O)cc4Br)CCC32)cc1,True,True,False,350.0,0.5,449.5496826171875,[*]Cc1ccc(C2CCC(N3C(=O)c4ccc(OP([*])=O)cc4Br)CCC32)cc1,0.3050847457627119,3164.0,[*]Cc1ccc(OC([*])=O)cc1,low
37,[*]CC1CCN(CCCCCCOc2ccc(S([*])(=O)=O)cc2)CC1,True,True,False,350.0,0.5,332.50262451171875,[*]CC1CCN(CCCCCCOc2ccc(S([*])(=O)=O)cc2)CC1,0.4305555555555556,1261.0,[*]CC([*])(C)C(=O)OCCC1CCN(CCCCCCOc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,low
38,[*]CC(O)CCCCCCCS(=O)(=O)OCCCCCCOc1ccc(C(=O)Nc2ccc(O[*])c(C)n2)cc1,True,True,False,350.0,0.5,321.53179931640625,[*]CC(O)CCCCCCCS(=O)(=O)OCCCCCCOc1ccc(C(=O)Nc2ccc(O[*])c(C)n2)cc1,0.3076923076923077,1847.0,[*]CC([*])OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,low
39,[*]CC([*])CCCCNC(=O)c1ccc(OCC=CCCC)cc1,True,True,False,350.0,0.5,314.7467956542969,[*]CC([*])CCCCNC(=O)c1ccc(OCC=CCCC)cc1,0.4642857142857143,2570.0,[*]CCCNC(=O)c1ccc(C(=O)NCCC([*])CC)cc1,low
40,[*]CC([*])(C)C(=O)OCCC/C(=N\CSc1ccccc1)C(=O)OC,True,True,False,350.0,0.5,331.8019104003906,[*]CC([*])(C)C(=O)OCCC/C(=N\CSc1ccccc1)C(=O)OC,0.5,1377.0,[*]CC([*])(C)C(=O)OCCCCc1ccccc1,medium
42,[*]Cc1ccc(-c2ccc(SCCO)cc2)cc1[*],True,True,False,350.0,0.5,360.31744384765625,[*]Cc1ccc(-c2ccc(SCCO)cc2)cc1[*],0.2727272727272727,1059.0,[*]CC(=O)Nc1ccc(-c2ccc(NC(=O)Cc3cc(C)c([*])cc3C)cc2)cc1,low
43,[*]Nc1ccc(C(=O)OC(=O)c2ccc([*])cc2)cc1C(=O)OCCCCCCCC,True,True,False,350.0,0.5,346.9726867675781,[*]Nc1ccc(C(=O)OC(=O)c2ccc([*])cc2)cc1C(=O)OCCCCCCCC,0.5384615384615384,3386.0,[*]NC(=O)c1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(C(=O)Nc3ccc([*])cc3C(=O)OCCCCCCCCCCCCCCCCCC)cc2)cc1,medium
44,[*]CC=CC(c1ccccc1)c1ccc(N([*])[Si](C)(C)C)c(C)c1,True,True,False,350.0,0.5,437.96978759765625,[*]CC=CC(c1ccccc1)c1ccc(N([*])[Si](C)(C)C)c(C)c1,0.34,2113.0,[*]CC=CC[Si]([*])(C)c1ccccc1,low
45,[*]C=NP(=O)c1ccc(C(=O)O[*])c(OCCCC(F)(F)F)c1-c1ccccc1,True,True,False,350.0,0.5,418.8802185058594,[*]C=NP(=O)c1ccc(C(=O)O[*])c(OCCCC(F)(F)F)c1-c1ccccc1,0.2875,4178.0,[*]OC(=O)c1ccc(C(=O)Oc2cc(OCCOC)c([*])cc2OCCOC)cc1-c1ccccc1,low
48,[*]CC([*])CCCCCCOC(=O)c1cccc(S(=O)(=O)c2ccc(OCCCCCCC)cc2)c1,True,True,False,350.0,0.5,319.2754211425781,[*]CC([*])CCCCCCOC(=O)c1cccc(S(=O)(=O)c2ccc(OCCCCCCC)cc2)c1,0.5223880597014925,1885.0,[*]CC([*])c1cc(C(=O)OCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,medium
49,[*]=Cc1cc(N(C(=O)CCCC)C([*])=O)c(C(C)C)cc1C,True,True,False,350.0,0.5,458.2554016113281,[*]=Cc1cc(N(C(=O)CCCC)C([*])=O)c(C(C)C)cc1C,0.3018867924528302,1104.0,[*]CC(CC)N([*])C(=O)CCCC,low
50,[*]OC([*])C(C)CCc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,True,True,False,350.0,0.5,374.6341857910156,[*]OC([*])C(C)CCc1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1,0.35,2658.0,[*]CCNC(=O)c1cccc(C(=O)NCCC(C)C([*])C)c1,low
51,[*]/C=C(/[*])Cc1ccc(Oc2ccc(CCCCCCC(=O)c3ccccc3)cc2)cc1,True,True,False,350.0,0.5,313.2980651855469,[*]/C=C(/[*])Cc1ccc(Oc2ccc(CCCCCCC(=O)c3ccccc3)cc2)cc1,0.36538461538461536,4184.0,[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,low
52,[*]NC(=O)C(CCCCCCCCCCCCOC(=O)c1cc([*])ccc1)OCCC(C)=CC[N+](C)(C)C,True,True,False,350.0,0.5,311.66314697265625,[*]NC(=O)C(CCCCCCCCCCCCOC(=O)c1cc([*])ccc1)OCCC(C)=CC[N+](C)(C)C,0.3582089552238806,4331.0,[*]OCCCCCCCCCCOC(=O)c1cccc(C([*])=O)c1,low
54,[*]CC[Si](CC(Cc1ccccc1)C(=O)NCCCCNC(=O)N[*])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,True,True,False,350.0,0.5,333.7851257324219,[*]CC[Si](CC(Cc1ccccc1)C(=O)NCCCCNC(=O)N[*])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,0.2976190476190476,2334.0,[*]CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCOCCCNC(=O)C(Cc1ccccc1)NC([*])=O,low
55,[*]CC(Cl)C(=O)OCC1CCCC(C)COC([*])[Si]1,True,True,False,350.0,0.5,311.9425048828125,[*]CC(Cl)C(=O)OCC1CCCC(C)COC([*])[Si]1,0.26666666666666666,1218.0,[*]CC([*])(C)C(=O)OC1CCCC(C)C1,low
56,[*]CCOC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(OCCCCCO[*])cc3)cc2)c(C)c1,True,True,False,350.0,0.5,433.1473388671875,[*]CCOC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(OCCCCCO[*])cc3)cc2)c(C)c1,0.5396825396825397,5833.0,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc([*])cc6C)cc5)cc4)cc3)cc2)c(C)c1,medium
57,[*]C1C=CC(C(=O)Nc2ccc(OCCCCCCNc3ccc(CSCC)cc3)cc2)C1[*],True,True,False,350.0,0.5,412.1437072753906,[*]C1C=CC(C(=O)Nc2ccc(OCCCCCCNc3ccc(CSCC)cc3)cc2)C1[*],0.3157894736842105,254.0,[*]C(=O)Nc1ccc(OCCCCCCOc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,low
58,[*]OCc1cc(Br)c([N+](=O)[O-])cc1CCCCC(=O)OCC([*])(C)C,True,True,False,350.0,0.5,305.59326171875,[*]OCc1cc(Br)c([N+](=O)[O-])cc1CCCCC(=O)OCC([*])(C)C,0.4074074074074074,2800.0,[*]COC(=O)CCCCC(=O)OCC([*])(C)C,low
59,[*]Oc1ccc(S(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False,350.0,0.5,420.2944030761719,[*]Oc1ccc(S(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,0.6666666666666666,7318.0,[*]Oc1ccc(C([*])=O)cc1,medium
60,[*]C=C(O)C(=O)Nc1ccc(C(=[*])CC)cc1,True,True,False,350.0,0.5,444.6951293945313,[*]C=C(O)C(=O)Nc1ccc(C(=[*])CC)cc1,0.32,3062.0,[*]Cc1ccc(NC(=O)c2ccc(C(=O)NC([*])(C)C)cc2)cc1,low
61,[*]CCCP(C=[*])(=O)NCCCCCN1C(=O)COC1,True,True,False,350.0,0.5,288.4598083496094,[*]CCCP(C=[*])(=O)NCCCCCN1C(=O)COC1,0.24074074074074073,2545.0,[*]CCCN1C(=O)CC([*])CC1=O,low
62,[*]CCOc1ccc(NC(=O)c2ccc(C([*])=O)cc2OCCCCCC)cc1,True,True,False,350.0,0.5,374.1124877929688,[*]CCOc1ccc(NC(=O)c2ccc(C([*])=O)cc2OCCCCCC)cc1,0.5344827586206896,3828.0,[*]Nc1ccc(OCCCCCCCCOc2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,medium
63,[*]c1ccc(OC(COc2ccc(C([*])=O)cc2)C(C)CCCCC)cc1,True,True,False,350.0,0.5,326.8033447265625,[*]c1ccc(OC(COc2ccc(C([*])=O)cc2)C(C)CCCCC)cc1,0.5416666666666666,424.0,[*]C(=O)c1ccc(OCC(O)COc2ccc([*])cc2)cc1,medium
67,[*]C(=O)OCCCCCCCNS(=O)(=O)c1ccc(C(=O)NCCOc2ccc([*])cc2)cc1,True,True,False,350.0,0.5,333.3918762207031,[*]C(=O)OCCCCCCCNS(=O)(=O)c1ccc(C(=O)NCCOc2ccc([*])cc2)cc1,0.43333333333333335,4301.0,[*]OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(OCCCCCCOC([*])=O)cc2)cc1,low
68,[*]CC([*])(C)CCCCCCCCOC(=O)c1ccc2cc(CC(C)C)ccc2c1,True,True,False,350.0,0.5,309.1415405273437,[*]CC([*])(C)CCCCCCCCOC(=O)c1ccc2cc(CC(C)C)ccc2c1,0.4642857142857143,4308.0,[*]OCCCCCCCCCCCCOC(=O)c1ccc2cc(C([*])=O)ccc2c1,low
69,[*]Oc1ccc(/N=N/c2ccc(OC(=O)COc3ccc(C([*])=O)cc3)cc2Cl)cc1,True,True,False,350.0,0.5,406.7673034667969,[*]Oc1ccc(/N=N/c2ccc(OC(=O)COc3ccc(C([*])=O)cc3)cc2Cl)cc1,0.52,4776.0,[*]Oc1ccc(-c2ccc(/N=N/c3ccc(C([*])=O)cc3)cc2)cc1,medium
70,[*]C([*])C#CCCCCC(C)(C)C(C)C,True,True,False,350.0,0.5,317.0053100585937,[*]C([*])C#CCCCCC(C)(C)C(C)C,0.25,2774.0,[*]CNC(=O)CCCCC(=O)NCCC(C)(C)CC([*])C,low
71,[*]/C=C/c1ccc(CCCCCC(=O)N(C)CCc2ccc(O[*])cc2Oc2ccc(C(F)(F)F)cc2C)cc1,True,True,False,350.0,0.5,340.0247497558594,[*]/C=C/c1ccc(CCCCCC(=O)N(C)CCc2ccc(O[*])cc2Oc2ccc(C(F)(F)F)cc2C)cc1,0.32558139534883723,6364.0,[*]c1ccc(Oc2ccc(/C=C/C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,low
72,[*]Oc1ccc(CCCCCCCN(c2ccc(OC([*])=S)cc2)C(=O)O[Si](C)(C)CCCCCC(C)C)cc1,True,True,False,350.0,0.5,310.7427673339844,[*]Oc1ccc(CCCCCCCN(c2ccc(OC([*])=S)cc2)C(=O)O[Si](C)(C)CCCCCC(C)C)cc1,0.38333333333333336,4942.0,[*]Oc1ccc(Cc2ccc(OC([*])=S)cc2)cc1,low
73,[*]CC(=O)NCCCCCCNC(=O)c1ccc(C(OCCCC([*])=O)C(F)(F)F)cc1,True,True,False,350.0,0.5,406.6149597167969,[*]CC(=O)NCCCCCCNC(=O)c1ccc(C(OCCCC([*])=O)C(F)(F)F)cc1,0.4107142857142857,3039.0,[*]Cc1ccc(C(=O)NCCCCCCNC([*])=O)cc1,low
74,[*]CC(CCCCCCOc1ccc(Cl)cc1)N(C)C(=O)OCCCCS[*],True,True,False,350.0,0.5,286.9407958984375,[*]CC(CCCCCCOc1ccc(Cl)cc1)N(C)C(=O)OCCCCS[*],0.4153846153846154,1293.0,[*]CC([*])(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(Cl)cc2)cc1,low
76,[*]CCc1cc(I)c(N2C(=O)c3ccc(OCC([*])C#N)cc3C2=O)cc1-c1ccc(I)cc1,True,True,False,350.0,0.5,461.4120788574219,[*]CCc1cc(I)c(N2C(=O)c3ccc(OCC([*])C#N)cc3C2=O)cc1-c1ccc(I)cc1,0.32558139534883723,5975.0,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,low
77,[*]OC=CNC(=O)c1ccc(C(C)(C)Oc2ccc(C=[*])cc2)cc1,True,True,False,350.0,0.5,354.43798828125,[*]OC=CNC(=O)c1ccc(C(C)(C)Oc2ccc(C=[*])cc2)cc1,0.35,6363.0,[*]c1ccc(Oc2ccc(/C=C/C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,low
78,[*]CC([*])=C1CCCN(CCCCCC)CC1C(C)CCCC,True,True,False,350.0,0.5,358.0677490234375,[*]CC([*])=C1CCCN(CCCCCC)CC1C(C)CCCC,0.2833333333333333,2081.0,[*]CC1C(=O)N(CCCCCCCCCCCC)C(=O)C1C([*])CCCCCCCCCCCCCCCC,low
79,[*]CCOc1ccc(P(=O)(=O)c2ccc(Oc3ccc(O)c(/C=N/C([*])(C)C)c3)cc2)cc1,True,True,False,350.0,0.5,368.9324951171875,[*]CCOc1ccc(P(=O)(=O)c2ccc(Oc3ccc(O)c(/C=N/C([*])(C)C)c3)cc2)cc1,0.31343283582089554,1427.0,[*]CC([*])(C)C(=O)OCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,low
80,[*]OC(=O)c1ccc(NC(=O)OCC(C)(C)COc2ccc(C([*])=O)cc2)c(NC(=O)c2ccccc2)c1,True,True,False,350.0,0.5,405.9649658203125,[*]OC(=O)c1ccc(NC(=O)OCC(C)(C)COc2ccc(C([*])=O)cc2)c(NC(=O)c2ccccc2)c1,0.4067796610169492,4195.0,[*]OC(=O)c1ccc(OCCOc2ccc(C([*])=O)cc2)cc1,low
81,[*]O[Si](C)(C)CCNC(=O)c1cc(/N=C/CCCCCCC)cc(C([*])=O)c1O[Si](C)(C)C(=O)OC,True,True,False,350.0,0.5,313.82763671875,[*]O[Si](C)(C)CCNC(=O)c1cc(/N=C/CCCCCCC)cc(C([*])=O)c1O[Si](C)(C)C(=O)OC,0.2875,3507.0,[*]NCCCCCCNC(=O)Oc1ccc(/N=C/CCC/C=N/c2ccc(OC([*])=O)cc2)cc1,low
82,[*]CC([*])c1ccc(C(=O)c2ccc(OCCCCCCCC)cc2CCCN)c(OC)c1,True,True,False,350.0,0.5,346.760009765625,[*]CC([*])c1ccc(C(=O)c2ccc(OCCCCCCCC)cc2CCCN)c(OC)c1,0.43103448275862066,7288.0,[*]CC([*])c1ccc(OCCCC)cc1,low
84,[*]CC([*])(COC(=O)NCCCCCC)C1CC(c2ccccc2)C(=O)OC1,True,True,False,350.0,0.5,343.7992858886719,[*]CC([*])(COC(=O)NCCCCCC)C1CC(c2ccccc2)C(=O)OC1,0.36363636363636365,2825.0,[*]COC(=O)NCCCCCCNC(=O)OCC([*])(C)C(=O)O,low
85,[*]CC/C(C)=C(/CCC)CCNCC(=O)O[*],True,True,False,350.0,0.5,291.2054138183594,[*]CC/C(C)=C(/CCC)CCNCC(=O)O[*],0.2972972972972973,1077.0,[*]CC(=O)O[*],low
87,[*]NC(CCCC)COC(=O)C1(C)COC([*])OC1,True,True,False,350.0,0.5,312.5812072753906,[*]NC(CCCC)COC(=O)C1(C)COC([*])OC1,0.3090909090909091,3418.0,[*]NC(CCC(=O)OCCCC)C([*])=O,low
88,[*]Oc1ccc(OC(=O)c2ccc(/N=C(\C)C(=O)OCCCCCCCCCC)cc2)c(S([*])(=O)=O)c1,True,True,False,350.0,0.5,353.3898010253906,[*]Oc1ccc(OC(=O)c2ccc(/N=C(\C)C(=O)OCCCCCCCCCC)cc2)c(S([*])(=O)=O)c1,0.4657534246575342,5014.0,[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(S(=O)(=O)c2ccccc2)c1,low
